source	interaction	target
ANGPT1	downregulates-expression	ANGPT2
ANGPT4	downregulates-expression	ANGPT2
ZEB1	downregulates-expression	PKP3
NFAT5	downregulates-expression	CCL2
JUN	upregulates-expression	EGR1
ATF4	upregulates-expression	APOE
RELA	upregulates-expression	TFF3
AR	downregulates-expression	TSC2
AR	downregulates-expression	TSC1
RELA	upregulates-expression	TFF1
JUN	upregulates-expression	EGFR
FOS	upregulates-expression	NEFL
TBL1X	upregulates-expression	UGT1A9
USF1	downregulates-expression	CYP1A1
NRL	downregulates-expression	RBP3
E2F1	upregulates-expression	NRIP1
FRK	upregulates-expression	CTNNB1
TGFB2	upregulates-expression	CTNNB1
TP53	downregulates-expression	MGMT
KLK3	upregulates-expression	RELA
MOV10	downregulates-expression	MYC
TP63	upregulates-expression	SEC14L2
PRMT6	downregulates-expression	GP1BA
IL18	upregulates-expression	GADD45G
IL18	upregulates-expression	GADD45B
FST	upregulates-expression	CTNNB1
ELK4	upregulates-expression	FOS
ELK1	upregulates-expression	FOS
RBL1	downregulates-expression	MYC
MYC	downregulates-expression	DDIT3
IRF2	downregulates-expression	DST
IRF1	downregulates-expression	DST
TBL1XR1	upregulates-expression	ACOX1
CHD4	downregulates-expression	CD79A
NCOR1	downregulates-expression	ESR1
GMNN	upregulates-expression	E2F2
GMNN	upregulates-expression	E2F1
SP1	upregulates-expression	EDNRB
CTNNB1	upregulates-expression	GCG
GMNN	upregulates-expression	E2F4
GMNN	upregulates-expression	E2F3
MED1	upregulates-expression	APOA2
MED1	upregulates-expression	APOA1
CDK19	upregulates-expression	PCK1
IL8	upregulates-expression	CTNNB1
MED1	upregulates-expression	APOA5
ERBB4	upregulates-expression	SPARC
PITX2	upregulates-expression	CCND2
INHA	upregulates-expression	TCF7L2
NRF1	upregulates-expression	FMR1
ELL	upregulates-expression	RAD51D
SNAI1	downregulates-expression	THBS1
NFIB	upregulates-expression	MBP
ESR1	upregulates-expression	KDM4B
H2AFZ	upregulates-expression	KLK2
H2AFX	upregulates-expression	KLK3
H2AFX	upregulates-expression	KLK2
H2AFV	upregulates-expression	KLK3
CTDSP2	downregulates-expression	KLK3
CTDSP1	downregulates-expression	KLK3
H2AFZ	upregulates-expression	KLK3
H2AFV	upregulates-expression	KLK2
H2AFJ	upregulates-expression	KLK2
H2AFJ	upregulates-expression	KLK3
EHMT2	upregulates-expression	RUNX3
HIF1A	upregulates-expression	PFKFB3
FUT1	upregulates-expression	CTNNB1
POLR2L	upregulates-expression	RAD51D
POLR2K	upregulates-expression	RAD51D
POLR2J	upregulates-expression	RAD51D
RARA	downregulates-expression	MACROD1
POLR2E	upregulates-expression	RAD51D
POLR2D	upregulates-expression	RAD51D
POLR2C	upregulates-expression	RAD51D
POLR2B	upregulates-expression	RAD51D
POLR2I	upregulates-expression	RAD51D
POLR2H	upregulates-expression	RAD51D
POLR2G	upregulates-expression	RAD51D
POLR2F	upregulates-expression	RAD51D
XBP1	upregulates-expression	NPPB
POLR2A	upregulates-expression	RAD51D
NR3C1	downregulates-expression	VIPR1
STAT1	upregulates-expression	STAT2
STAT3	upregulates-expression	STAT1
MAML3	upregulates-expression	HEYL
NPM1	downregulates-expression	ATF5
IL10	downregulates-expression	CXCL8
NFYC	upregulates-expression	FXR2
NFYB	upregulates-expression	FXR2
NFYA	upregulates-expression	FXR2
IL10	downregulates-expression	CXCL2
IL10	downregulates-expression	CXCL1
ATF2	upregulates-expression	BCL2L1
MAML3	upregulates-expression	HEY2
MAML2	upregulates-expression	HEY2
MAML3	upregulates-expression	HEY1
MAML2	upregulates-expression	HEY1
MAML1	upregulates-expression	HEY2
MYC	upregulates-expression	ST3GAL4
MYC	upregulates-expression	ST3GAL3
MYC	upregulates-expression	ST3GAL1
IL13	downregulates-expression	CXCL8
MAML2	upregulates-expression	HEYL
MAML1	upregulates-expression	HEYL
H2AFY	downregulates-expression	CXCL8
ETS2	upregulates-expression	ERG
ETS1	upregulates-expression	ERG
RUNX3	downregulates-expression	ICAM3
FOS	upregulates-expression	ESR1
SLC19A1	upregulates-expression	GLI1
NUP155	upregulates-expression	MYC
DIABLO	upregulates-expression	PAWR
ATF2	downregulates-expression	NOS3
TIMP3	downregulates-expression	GLI2
SP1	upregulates-expression	TERF2
SPI1	upregulates-expression	ALOX15
GLI3	upregulates-expression	VMP1
PER2	downregulates-expression	SNAI2
RB1	upregulates-expression	VEGFA
POLE3	upregulates-expression	MYC
NANOG	upregulates-expression	TDGF1
IL10	downregulates-expression	LIF
PITX1	downregulates-expression	IFNA1
E2F1	downregulates-expression	TLR3
TRAC	upregulates-expression	IFNG
SP1	upregulates-expression	VEGFA
EREG	upregulates-expression	FOS
CREM	downregulates-expression	CCNA2
RXRA	upregulates-expression	ABCB4
RXRA	upregulates-expression	ABCA1
IRF5	downregulates-expression	PDLIM7
RXRG	upregulates-expression	ABCA1
RELA	upregulates-expression	TLR7
TBL1XR1	upregulates-expression	CD36
RELA	upregulates-expression	TLR2
AR	upregulates-expression	PTEN
H2BFS	upregulates-expression	KLK3
H2BFS	upregulates-expression	KLK2
NCOR1	downregulates-expression	PPARG
ESR1	upregulates-expression	F12
ZBTB14	upregulates-expression	FHL2
E2F1	upregulates-expression	THBS1
THBS1	upregulates-expression	E2F1
RUNX1	upregulates-expression	ITGA2B
FLI1	upregulates-expression	EYA3
ITGB1	upregulates-expression	SMAD3
SMAD4	upregulates-expression	ITGB5
SMAD3	upregulates-expression	ITGB5
SSRP1	upregulates-expression	ATM
SSRP1	upregulates-expression	ATR
ID2	upregulates-expression	CTNNB1
CTNNB1	upregulates-expression	ID2
ID3	upregulates-expression	CTNNB1
DPY30	upregulates-expression	GP1BA
KLF11	upregulates-expression	INS
CEBPD	downregulates-expression	CYP19A1
CEBPB	downregulates-expression	CYP19A1
IHH	upregulates-expression	CTNNB1
MED13L	upregulates-expression	FABP4
HDAC1	downregulates-expression	RECQL4
WWP1	downregulates-expression	ERBB4
METTL1	upregulates-expression	MYC
EPAS1	upregulates-expression	POU5F1
PPARA	upregulates-expression	GLIPR1
ARNT	upregulates-expression	HMOX1
NCOA6	upregulates-expression	HMGCS2
FOXO4	upregulates-expression	FBXO32
NCOA6	upregulates-expression	HMGCS1
FOXO3	upregulates-expression	FBXO32
FOXO1	upregulates-expression	FBXO32
NCOA2	upregulates-expression	HMGCS2
NCOA1	upregulates-expression	HMGCS2
NCOA2	upregulates-expression	HMGCS1
NCOA1	upregulates-expression	HMGCS1
NFE2L2	upregulates-expression	MEGF9
MBD2	downregulates-expression	GSTP1
PLK4	upregulates-expression	E2F3
PLK4	upregulates-expression	E2F2
PLK3	upregulates-expression	E2F3
PLK4	upregulates-expression	E2F1
PLK3	upregulates-expression	E2F2
PLK3	upregulates-expression	E2F1
PLK1	upregulates-expression	E2F3
HPGD	upregulates-expression	FOXO3
PLK1	upregulates-expression	E2F2
E2F1	upregulates-expression	PLK1
PLK1	upregulates-expression	E2F1
ATF6	upregulates-expression	DNAJC3
TP53	upregulates-expression	AIFM2
AIFM2	upregulates-expression	TP53
APC	upregulates-expression	NOS2
PSAP	upregulates-expression	AR
RUNX3	downregulates-expression	MMP9
WT1	upregulates-expression	PODXL
CARM1	upregulates-expression	HMGCR
ESR1	upregulates-expression	DSCAM
LEP	upregulates-expression	CTNNB1
CREM	downregulates-expression	CD247
TBL1XR1	upregulates-expression	ACSL1
SMAD7	downregulates-expression	CDKN1A
SMAD7	downregulates-expression	CDKN2B
RBPJ	upregulates-expression	GATA3
GATA2	upregulates-expression	RBPJ
NR1I2	downregulates-expression	RELA
ESR1	upregulates-expression	DCT
ARNT	upregulates-expression	TWIST1
BAG1	upregulates-expression	BCL2L11
STAT3	upregulates-expression	FAAH
RXRA	upregulates-expression	PLIN2
RXRA	upregulates-expression	PLIN1
MLLT10	downregulates-expression	MDM2
ETS2	upregulates-expression	CGA
NELFB	upregulates-expression	CHEK1
NELFA	upregulates-expression	CHEK1
HLA-DRA	downregulates-expression	GLI2
NELFE	upregulates-expression	CHEK1
TBL1XR1	upregulates-expression	CYP1A1
EI24	upregulates-expression	MYC
TP53	upregulates-expression	SESN1
MTOR	upregulates-expression	PAX6
SDC2	downregulates-expression	CTNNB1
EGFR	upregulates-expression	CXCL8
PPARA	upregulates-expression	FHL2
SOX9	upregulates-expression	BEST1
IL8	downregulates-expression	IRF9
JUN	upregulates-expression	CTNNB1
CTNNB1	upregulates-expression	JUN
XBP1	upregulates-expression	ESR1
ESR1	upregulates-expression	XBP1
JUN	upregulates-expression	NEFL
NELFCD	upregulates-expression	FANCD2
PMEL	upregulates-expression	MITF
EIF5	upregulates-expression	MYC
COPS5	upregulates-expression	VEGFA
SUPT4H1	upregulates-expression	CHEK1
TFDP2	upregulates-expression	EED
TFDP1	upregulates-expression	EED
MYC	upregulates-expression	IGF2BP1
RFX1	downregulates-expression	MYC
ATF6	upregulates-expression	NUCB1
TP53	downregulates-expression	E2F3
XRCC6	upregulates-expression	KLK3
XRCC5	upregulates-expression	KLK3
CEBPB	upregulates-expression	ID1
IL12B	upregulates-expression	GZMB
IL12B	upregulates-expression	GZMA
IL12A	upregulates-expression	GZMB
IL12A	upregulates-expression	GZMA
IL2RB	upregulates-expression	PRF1
IL2RA	upregulates-expression	PRF1
IL18R1	upregulates-expression	IFNG
AIP	downregulates-expression	RSF1
PLAU	upregulates-expression	NFKB1
NFKB1	upregulates-expression	PLAU
IL2RG	upregulates-expression	PRF1
RB1	downregulates-expression	RBL1
AR	downregulates-expression	CDH1
RUNX2	upregulates-expression	ITGBL1
PROX1	upregulates-expression	CCNE1
ATF2	upregulates-expression	PDGFRA
PARP1	upregulates-expression	CDH1
EPGN	upregulates-expression	FOS
CIITA	downregulates-expression	IL4
ING1	upregulates-expression	TP53
ING4	upregulates-expression	TP53
ING4	downregulates-expression	NGF
ETS1	upregulates-expression	IL5
ETS2	upregulates-expression	IL5
ITGB1	downregulates-expression	LEF1
MYC	upregulates-expression	CTNNB1
CTNNB1	upregulates-expression	MYC
NFKB1	upregulates-expression	HBEGF
EZH2	upregulates-expression	RPLP0
HLA-E	downregulates-expression	GLI2
FZD7	upregulates-expression	CTNNB1
AATF	downregulates-expression	BAX
PTTG1	upregulates-expression	S100A4
GLI3	downregulates-expression	HLA-G
EPRS	upregulates-expression	MYC
NFE2L2	upregulates-expression	SLC2A10
NFE2L2	upregulates-expression	SLC2A14
NFE2L2	upregulates-expression	SLC2A13
NFE2L2	upregulates-expression	SLC2A12
NFE2L2	upregulates-expression	SLC2A11
RELA	downregulates-expression	PGR
PGR	downregulates-expression	RELA
RBL1	downregulates-expression	HIST1H2AE
CEBPB	upregulates-expression	OXTR
HDAC11	downregulates-expression	IL10
PGR	downregulates-expression	IL10
HELZ2	upregulates-expression	TNFRSF21
NFIC	upregulates-expression	SLC34A2
SP1	upregulates-expression	DNMT3A
SP2	upregulates-expression	DNMT3B
SP2	upregulates-expression	DNMT3A
SP1	upregulates-expression	DNMT3B
JUN	upregulates-expression	ESR1
ESR1	upregulates-expression	JUN
NELFCD	upregulates-expression	BRCA1
DDIT3	downregulates-expression	ANKRD1
TBL1XR1	upregulates-expression	CPT2
SCD	upregulates-expression	CEBPA
PPARA	upregulates-expression	ANKRD1
CD80	upregulates-expression	IFNG
MMP1	upregulates-expression	SMAD3
MTA1	upregulates-expression	BCAS3
MMP9	upregulates-expression	SMAD3
CD86	upregulates-expression	IFNG
ARNT	upregulates-expression	ABCG2
CD28	upregulates-expression	IFNG
CD3G	upregulates-expression	IFNG
CD3E	upregulates-expression	IFNG
CD3D	upregulates-expression	IFNG
TP53	downregulates-expression	MMP1
NEUROG3	upregulates-expression	INSM1
YY1	upregulates-expression	GDAP1
CEBPA	downregulates-expression	BCL2
HDAC2	downregulates-expression	COL1A2
ARNT	upregulates-expression	ABCB1
NR3C1	downregulates-expression	IL13
HHEX	upregulates-expression	SLC5A5
FOXA1	upregulates-expression	SERPINA1
SIRT1	upregulates-expression	CDKN1B
CTNNB1	upregulates-expression	STARD7
PRKCD	upregulates-expression	AR
ESR1	upregulates-expression	UGT2B15
ZBTB7A	downregulates-expression	CDKN2A
NANOG	upregulates-expression	POU5F1
POU5F1	upregulates-expression	NANOG
SIRT1	downregulates-expression	CDH1
MET	upregulates-expression	CTNNB1
CLOCK	upregulates-expression	NAMPT
ING4	downregulates-expression	CXCL8
RELA	downregulates-expression	GNRH2
STAT3	upregulates-expression	FLT3
NANOG	downregulates-expression	LAMB1
SP1	upregulates-expression	KCNQ2
SP1	upregulates-expression	KCNQ3
FOS	upregulates-expression	NPPA
SP1	upregulates-expression	CEBPD
NFATC2	upregulates-expression	BCL2
NEUROG3	upregulates-expression	PAX4
STAT3	upregulates-expression	A2M
A2M	upregulates-expression	STAT3
TP53	upregulates-expression	RGCC
MME	upregulates-expression	CTNNB1
PLAGL1	downregulates-expression	SDHB
NCOA6	upregulates-expression	PLIN2
NCOA2	upregulates-expression	PLIN2
NCOA3	upregulates-expression	PLIN1
NCOA1	upregulates-expression	PLIN2
NCOA2	upregulates-expression	PLIN1
NCOA1	upregulates-expression	PLIN1
EP300	upregulates-expression	VEGFA
ZEB2	downregulates-expression	MEOX2
IFITM1	downregulates-expression	GLI2
SIM2	upregulates-expression	CASP3
ARNT	upregulates-expression	PLIN2
MAX	upregulates-expression	ENO1
CBFB	upregulates-expression	ITGBL1
WWTR1	upregulates-expression	BAK1
PITX1	downregulates-expression	HES1
WT1	downregulates-expression	IGF2
WT1	downregulates-expression	IGF1
TP53	upregulates-expression	RELA
STAT3	downregulates-expression	PTPN6
NFE2L2	upregulates-expression	FTHL3
TBP	upregulates-expression	CEBPD
TAF12	upregulates-expression	CDK4
TAF10	upregulates-expression	CDK4
TP73	upregulates-expression	IL4R
STAT4	downregulates-expression	ARF1
ENO1	upregulates-expression	MYC
MYC	upregulates-expression	ENO1
SPI1	upregulates-expression	RNASE2
SPI1	upregulates-expression	ARG1
STAT4	upregulates-expression	AIP
TFAP2A	downregulates-expression	HOXA4
REST	upregulates-expression	TPH2
NFKB1	upregulates-expression	IFNB1
EGR4	upregulates-expression	TNF
EZH2	upregulates-expression	AXL
JUN	upregulates-expression	KLRC3
SMARCD3	upregulates-expression	SLC27A1
EGR1	upregulates-expression	TNF
TNF	upregulates-expression	EGR1
DYRK1A	upregulates-expression	E2F1
STAT6	downregulates-expression	SELE
NFKB1	upregulates-expression	IFNA1
ETS1	upregulates-expression	GP6
GP9	upregulates-expression	ETS1
SMARCD3	upregulates-expression	APOA1
CEBPA	upregulates-expression	TTR
SMARCD3	upregulates-expression	APOA5
CEBPD	upregulates-expression	TTR
CEBPB	upregulates-expression	TTR
SMARCD3	upregulates-expression	APOA2
HDAC2	downregulates-expression	GCK
HDAC1	downregulates-expression	GCK
EPAS1	upregulates-expression	SLC2A1
FAS	upregulates-expression	ETS1
MEN1	upregulates-expression	CDKN1B
NCOA2	upregulates-expression	ABCB4
NCOA1	upregulates-expression	ABCB4
NCOA6	upregulates-expression	ABCB4
NCOA2	upregulates-expression	ABCA1
NCOA1	upregulates-expression	ABCA1
NCOA6	upregulates-expression	ABCA1
NFYC	upregulates-expression	MVK
NFYB	upregulates-expression	MVK
NFYA	upregulates-expression	MVK
STAT4	upregulates-expression	CA1
HES1	upregulates-expression	DBF4
CTNNB1	upregulates-expression	CXCL8
CXCL6	upregulates-expression	CTNNB1
STAT3	upregulates-expression	CFB
CFB	upregulates-expression	STAT2
HDAC1	downregulates-expression	FOS
RXRA	upregulates-expression	ADIPOQ
MYB	upregulates-expression	ANPEP
FLI1	downregulates-expression	IGFBP3
SREBF2	upregulates-expression	DHCR7
SREBF1	upregulates-expression	DHCR7
IL18R1	upregulates-expression	IL13
PAX3	upregulates-expression	MYL1
TP63	upregulates-expression	IL1A
RUNX1	upregulates-expression	ITCH
TFDP2	upregulates-expression	RB1
TFDP1	upregulates-expression	RB1
ESR1	upregulates-expression	ZFHX3
FOSL1	downregulates-expression	ITGAV
MED13L	upregulates-expression	LPL
TWIST1	downregulates-expression	ESR1
PAX5	upregulates-expression	MYCN
LIN28A	upregulates-expression	POU5F1
FOSL1	downregulates-expression	ITGB3
FOS	upregulates-expression	ETS1
SP1	upregulates-expression	EGR1
ETS2	upregulates-expression	CXCL8
SDC2	upregulates-expression	SPP1
CREBBP	upregulates-expression	IFNB1
ETS1	upregulates-expression	TMEM158
WT1	upregulates-expression	DNMT3A
SP1	upregulates-expression	CYP51A1
TFPT	downregulates-expression	EAF2
CEBPB	upregulates-expression	MYC
MYB	upregulates-expression	CEBPB
DNMT3A	downregulates-expression	CDKN1A
YBX1	upregulates-expression	MYCN
ELF2	upregulates-expression	VCP
RELA	upregulates-expression	CD86
RELA	upregulates-expression	CD83
RELA	upregulates-expression	CD80
INHBB	upregulates-expression	CTNNB1
ZNF24	downregulates-expression	PDGFRB
RELA	upregulates-expression	CD40
RELA	upregulates-expression	CD58
TP53	upregulates-expression	IRF5
MSX2	downregulates-expression	RUNX2
IL13	upregulates-expression	CD36
IL18	upregulates-expression	CCR5
IL10	upregulates-expression	CCR2
IL10	upregulates-expression	CCR1
IL10	upregulates-expression	CCR5
HIC1	downregulates-expression	EPHA2
RELA	upregulates-expression	CCR7
RELA	upregulates-expression	CCR3
RELA	upregulates-expression	CCR2
PPARA	upregulates-expression	AGT
TBL1XR1	upregulates-expression	ALAS1
F2	downregulates-expression	ANGPT2
F2	downregulates-expression	ANGPT1
MTA1	upregulates-expression	SUMO2
CTNNB1	upregulates-expression	NEUROG1
NPAS2	upregulates-expression	NR1D1
ABCA3	upregulates-expression	NFATC3
NFE2L2	upregulates-expression	HBEGF
HDAC3	downregulates-expression	ID2
RELA	upregulates-expression	CDH1
IRF1	downregulates-expression	MYB
GTF2F2	upregulates-expression	CHEK1
GTF2F1	upregulates-expression	CHEK1
IL13	downregulates-expression	TNF
IL10	downregulates-expression	TNF
NFE2L2	upregulates-expression	PRDX6
NFE2L2	upregulates-expression	PRDX1
STAT3	upregulates-expression	FGF2
ESR1	upregulates-expression	AP1B1
GTF2H4	upregulates-expression	CHEK1
GTF2H3	upregulates-expression	CHEK1
GTF2H2	upregulates-expression	CHEK1
GTF2H1	upregulates-expression	CHEK1
GTF2H5	upregulates-expression	CHEK1
MZF1	downregulates-expression	TERT
RELA	upregulates-expression	CDK6
RELA	upregulates-expression	CDK4
PPARG	upregulates-expression	BAD
E2F6	downregulates-expression	CBX5
CBX5	downregulates-expression	E2F6
MAML3	upregulates-expression	FCER2
MAML2	upregulates-expression	FCER2
MAML1	upregulates-expression	FCER2
CBX3	downregulates-expression	E2F1
ETS1	upregulates-expression	MYB
CCNT2	upregulates-expression	CHEK1
CCNT1	upregulates-expression	CHEK1
MYC	upregulates-expression	TFAP4
ESR1	upregulates-expression	AXIN2
HDAC1	downregulates-expression	IL2
HDAC1	downregulates-expression	IL5
LIN37	downregulates-expression	RBL1
FADS2	upregulates-expression	PPARA
PPARA	upregulates-expression	FADS1
FADS1	upregulates-expression	PPARA
LIN52	downregulates-expression	RBL1
LIN54	downregulates-expression	RBL1
KAT5	upregulates-expression	ERCC1
HEY1	downregulates-expression	PROX1
E2F5	downregulates-expression	CDC6
E2F4	downregulates-expression	CDC6
E2F6	downregulates-expression	CDC7
E2F7	downregulates-expression	CDC6
HNF1B	upregulates-expression	PTF1A
CIITA	downregulates-expression	COL1A2
CIITA	downregulates-expression	COL1A1
CREBBP	upregulates-expression	CYP4A11
RUNX3	upregulates-expression	ING1
RUNX3	upregulates-expression	ING4
YY1	upregulates-expression	EGFR
TSG101	downregulates-expression	REG4
VDR	downregulates-expression	IL10
MYC	upregulates-expression	NME2
NME2	upregulates-expression	MYC
MYC	upregulates-expression	NME1
NME1	upregulates-expression	MYC
DDX17	upregulates-expression	TFF1
CTNNB1	upregulates-expression	MMP14
NCOA6	upregulates-expression	GRHL1
TBL1XR1	upregulates-expression	CYP7A1
MMP26	upregulates-expression	CTNNB1
SAP18	downregulates-expression	TERT
HIF1A	downregulates-expression	SDHB
E2F5	downregulates-expression	CDK1
E2F4	downregulates-expression	CDK1
SIRT1	downregulates-expression	CCAR2
HIF1A	upregulates-expression	FECH
NCOA2	upregulates-expression	GRHL1
NCOA1	upregulates-expression	GRHL1
CEBPD	upregulates-expression	CXCL1
CEBPB	upregulates-expression	CXCL8
APC	downregulates-expression	PTGS2
VEZF1	upregulates-expression	IL3
PPARGC1B	downregulates-expression	RUNX2
SAP30	downregulates-expression	TERT
RELA	upregulates-expression	CCL3
RELA	upregulates-expression	CCL2
DCAF6	upregulates-expression	AR
RELA	upregulates-expression	CCL5
NRF1	upregulates-expression	IDE
NOTCH1	upregulates-expression	CCND1
BRCA1	downregulates-expression	TFF1
NANOG	upregulates-expression	DPPA4
SFPQ	downregulates-expression	STAT6
REL	upregulates-expression	BIRC3
TRRAP	upregulates-expression	CDK4
ESR1	upregulates-expression	MYB
ESR1	upregulates-expression	MYC
PPARD	upregulates-expression	CAT
CREB1	downregulates-expression	JUN
ERCC3	upregulates-expression	FANCD2
ERCC2	upregulates-expression	FANCD2
CDKN2A	downregulates-expression	PLK1
STAT5B	upregulates-expression	PIM1
STAT5A	upregulates-expression	PIM1
HDAC7	downregulates-expression	HDC
MAMLD1	upregulates-expression	FABP7
IRF2	downregulates-expression	CXCR4
TP53	upregulates-expression	COL18A1
PUM2	downregulates-expression	DCUN1D3
TFDP2	upregulates-expression	ORC1
TFDP1	upregulates-expression	ORC1
EGR1	upregulates-expression	MMP14
NCOA6	upregulates-expression	UGT1A9
NCOA2	upregulates-expression	UGT1A9
NCOA1	upregulates-expression	UGT1A9
NCOA3	upregulates-expression	SOD1
SIRT2	downregulates-expression	NEDD4
TYK2	upregulates-expression	IFNG
SSRP1	upregulates-expression	FANCI
ETS1	upregulates-expression	KDR
NFE2L2	upregulates-expression	RNF217
E2F3	upregulates-expression	SUZ12
E2F2	upregulates-expression	SUZ12
E2F1	upregulates-expression	SUZ12
ZBTB17	downregulates-expression	CDKN1A
SP1	upregulates-expression	ELF4
EGR1	upregulates-expression	CDK5R1
ETS2	upregulates-expression	KIT
SP1	upregulates-expression	SLC19A1
SP3	upregulates-expression	SLC19A3
SP1	upregulates-expression	SLC19A3
CARM1	upregulates-expression	HMGCS1
CARM1	upregulates-expression	HMGCS2
CDH2	upregulates-expression	RBPJ
PPARA	upregulates-expression	G0S2
PML	upregulates-expression	CEBPE
MAMLD1	upregulates-expression	FLT4
ZNF382	downregulates-expression	NFKB1
NFYA	upregulates-expression	SP3
TBL1X	upregulates-expression	GRHL1
ETS2	upregulates-expression	LCK
ETS1	upregulates-expression	LCK
JUN	upregulates-expression	NOX5
NFATC2	upregulates-expression	CASP3
CTNNB1	downregulates-expression	CDKN2A
APCDD1	upregulates-expression	TCF7L2
CDKN1A	downregulates-expression	CTNNB1
HNF1A	upregulates-expression	IGFBP1
EP400	downregulates-expression	CDKN1A
WT1	downregulates-expression	CIAO1
MAX	upregulates-expression	NME2
MAX	upregulates-expression	NME1
CDC25A	upregulates-expression	E2F4
CDC25A	upregulates-expression	E2F1
E2F1	upregulates-expression	CDC25A
ELF2	upregulates-expression	TEK
TEK	upregulates-expression	ELF2
ELF1	upregulates-expression	TEK
HDAC3	downregulates-expression	JUN
NFKB1	upregulates-expression	PTEN
TFE3	upregulates-expression	RRM2
TFE3	upregulates-expression	RRM1
TNRC6A	downregulates-expression	CHD1
TNRC6C	downregulates-expression	CHD1
TNRC6B	downregulates-expression	CHD1
NR1D1	downregulates-expression	ARNTL
SMARCA4	upregulates-expression	MECOM
FOXF2	downregulates-expression	ITGB1
HIF1A	upregulates-expression	FGF2
ESR1	upregulates-expression	KDR
MAD2L1	upregulates-expression	GLI2
SFN	upregulates-expression	CTNNB1
NR3C1	upregulates-expression	TRIM63
MITF	upregulates-expression	CDKN1A
SP5	upregulates-expression	CTNNB1
CTNNB1	upregulates-expression	SP5
BTF3	downregulates-expression	MADCAM1
AR	downregulates-expression	CLK3
SPN	upregulates-expression	CTNNB1
GAD1	upregulates-expression	CTNNB1
LRRFIP1	downregulates-expression	EGFR
ELOA3D	upregulates-expression	MDC1
ELOA3B	upregulates-expression	MDC1
ZNF382	downregulates-expression	MITF
JUN	upregulates-expression	ETS1
RARG	upregulates-expression	BGLAP
E2F1	upregulates-expression	RB1
KAT2B	downregulates-expression	CDK2
TNF	upregulates-expression	NFKB1
NFKB1	upregulates-expression	TNF
ITGB1	upregulates-expression	GLI2
XBP1	upregulates-expression	WIPI1
FOXA1	downregulates-expression	CFTR
FOXA2	downregulates-expression	CFTR
CREM	downregulates-expression	CCL4
TP53	upregulates-expression	RNF144B
EPHB3	upregulates-expression	LEF1
TP73	upregulates-expression	HSF1
RING1	downregulates-expression	UXT
POU5F1	downregulates-expression	GATA6
ENO1	upregulates-expression	HIF1A
HIF1A	upregulates-expression	ENO1
RELA	upregulates-expression	TNFRSF13C
TP53	downregulates-expression	RASSF1
ATF2	upregulates-expression	ACHE
NKX3-1	downregulates-expression	AR
PRKCH	downregulates-expression	GLI1
MAP3K4	downregulates-expression	GLI2
HIST1H4C	upregulates-expression	KDM4B
TBX21	downregulates-expression	PTGDR2
HIST1H3E	upregulates-expression	KDM4B
NR4A1	upregulates-expression	MMP2
SREBF2	upregulates-expression	HMGCS1
SREBF1	upregulates-expression	HMGCS1
HMGCS1	upregulates-expression	SREBF1
HIF1A	downregulates-expression	RECK
STAT5B	upregulates-expression	MYC
STAT5A	upregulates-expression	MYC
HDAC1	upregulates-expression	BCL2A1
LEF1	upregulates-expression	PITX2
PITX2	upregulates-expression	LEF1
TP53	downregulates-expression	CCNA2
TP53	downregulates-expression	CCNB2
TP53	downregulates-expression	CCNB1
EZH2	downregulates-expression	CIITA
HIST1H2AM	upregulates-expression	E2F1
ELL	upregulates-expression	BRCA1
TP53	downregulates-expression	CCND1
TP73	downregulates-expression	CCNB1
NR5A1	upregulates-expression	CITED2
SMAD3	upregulates-expression	CCND2
SP1	upregulates-expression	MICB
SP1	upregulates-expression	MICA
CDK1	downregulates-expression	FOXO1
SNAI1	downregulates-expression	CXADR
SNAI2	downregulates-expression	CXADR
MEF2D	upregulates-expression	PPARGC1A
MEF2C	upregulates-expression	PPARGC1A
USF2	upregulates-expression	PIGR
USF1	upregulates-expression	PIGR
ARID1B	upregulates-expression	IGH
ARID1A	upregulates-expression	IGH
NFKB1	upregulates-expression	MMP14
NFKB1	upregulates-expression	MMP13
ATF6	upregulates-expression	RTN3
NFE2L2	upregulates-expression	TRIM16L
HBP1	upregulates-expression	FOXO3
IRF3	upregulates-expression	ABCC2
CCNK	upregulates-expression	CHEK1
CCNH	upregulates-expression	CHEK1
FOXM1	upregulates-expression	CDC25B
FOXM1	upregulates-expression	CDC25A
TFE3	upregulates-expression	SERPINE1
CREBBP	upregulates-expression	NR4A1
ITIH3	upregulates-expression	GLI1
RXRA	upregulates-expression	UGT1A9
HOXA10	downregulates-expression	EMX2
BRCA1	upregulates-expression	FST
MSC	upregulates-expression	MMP2
STAT3	upregulates-expression	ESR2
MAML2	upregulates-expression	GZMB
MAML1	upregulates-expression	GZMB
STAT5B	downregulates-expression	BCL6
STAT5A	downregulates-expression	BCL6
MAML3	upregulates-expression	GZMB
SPP1	upregulates-expression	CREB1
STAT5B	upregulates-expression	LTA
STAT5A	upregulates-expression	LTA
SIN3B	downregulates-expression	TERT
SIN3A	downregulates-expression	TERT
POLR2B	upregulates-expression	MYB
POLR2A	upregulates-expression	MYB
POLR2F	upregulates-expression	MYB
POLR2E	upregulates-expression	MYB
POLR2D	upregulates-expression	MYB
POLR2C	upregulates-expression	MYB
USF2	upregulates-expression	APOA5
USF1	upregulates-expression	APOA5
ARNT	upregulates-expression	BNIP3
STAT5A	upregulates-expression	FASLG
