source	interaction	target
SP4	upregulates-expression	CREBBP
POU4F1	upregulates-expression	NTRK2
USF1	upregulates-expression	UGT1A1
SPIC	upregulates-expression	PRF1
HOXC8	upregulates-expression	PCNA
TFAP2B	upregulates-expression	IRS1
TFAP2A	upregulates-expression	IRS1
NFKB1	upregulates-expression	HSPA5
NFKB2	upregulates-expression	HSPA5
NFKB2	upregulates-expression	CHUK
NFKBIB	upregulates-expression	CHUK
CREB1	upregulates-expression	CYP11B2
ETS1	upregulates-expression	DUSP6
STAT1	upregulates-expression	BIRC2
STAT1	upregulates-expression	FSCN1
STAT1	upregulates-expression	VANGL1
GATA1	upregulates-expression	BIRC5
CTCF	upregulates-expression	TP53
ESR1	upregulates-expression	ABL1
PPARG	upregulates-expression	AACS
SP1	upregulates-expression	AACS
FOXO1	upregulates-expression	FABP4
EGR1	upregulates-expression	AREG
EWSR1	upregulates-expression	CASP3
FLI1	upregulates-expression	CASP3
HIF1A	upregulates-expression	TKTL1
NFE2L2	upregulates-expression	TGFB1
MYC	upregulates-expression	SRM
RELB	upregulates-expression	CLPP
RELB	upregulates-expression	CLPX
AHR	downregulates-expression	PER1
NKX6-1	upregulates-expression	HNF1A
PPARD	upregulates-expression	CALR
SP1	upregulates-expression	SCD
GATA1	upregulates-expression	FLI1
FLI1	upregulates-expression	GATA1
CEBPB	upregulates-expression	GDF15
ESR1	upregulates-expression	PRKDC
NR2F1	upregulates-expression	FABP7
STAT6	upregulates-expression	HRH1
TCF12	upregulates-expression	TKT
KLF6	downregulates-expression	PTTG1
ATF2	upregulates-expression	THBD
NR4A1	upregulates-expression	TSHR
STAT6	upregulates-expression	ANXA2
EGR1	upregulates-expression	CDKN2B
SNAI1	upregulates-expression	CDKN2B
KLF6	upregulates-expression	TUBA1A
SOX17	upregulates-expression	STS
PGR	upregulates-expression	E2F1
KLF15	upregulates-expression	E2F1
NR2E1	upregulates-expression	KDM1A
WT1	downregulates-expression	STIM1
SMAD3	downregulates-expression	SMN2
TP53	upregulates-expression	CHML
ASCL1	upregulates-expression	CHRNA3
NCOA3	upregulates-expression	CACNA1E
GFI1B	upregulates-expression	TGFBR3
FOXO1	upregulates-expression	ADIPOR2
SATB1	upregulates-expression	GATA3
GRHL3	upregulates-expression	BDNF
HIF1A	upregulates-expression	SRC
CDX2	upregulates-expression	ELMO3
SP1	upregulates-expression	ELMO3
DNMT1	upregulates-expression	ELMO3
ESR1	upregulates-expression	SALL1
CEBPA	upregulates-expression	IGFBP5
EGR1	upregulates-expression	KAT2B
ASCL4	upregulates-expression	FGFR1
ASCL4	upregulates-expression	KRT14
ASCL4	upregulates-expression	KRT9
YBX3	upregulates-expression	LRP2
YBX3	downregulates-expression	CUBN
FOXN1	upregulates-expression	EP400
KAT5	upregulates-expression	EP400
KAT7	upregulates-expression	EP400
KDM5C	upregulates-expression	EP400
MBD2	upregulates-expression	EP400
MTF1	upregulates-expression	SLC30A2
NR3C1	upregulates-expression	SLC30A2
PRDM1	upregulates-expression	TNFSF11
ATF2	upregulates-expression	APEX1
ATF2	upregulates-expression	PRKACA
TCF4	upregulates-expression	MYC
ZNF274	upregulates-expression	HBZ
RREB1	downregulates-expression	HBZ
GRHL1	downregulates-expression	IGF2
FOXO4	upregulates-expression	CREB1
FOXO4	downregulates-expression	HIF1A
FOXO4	upregulates-expression	SERPINE1
JUN	upregulates-expression	TRH
SP1	upregulates-expression	TRH
NR3C1	downregulates-expression	TRH
ELK1	upregulates-expression	ZC3H12A
SRF	upregulates-expression	ZC3H12A
IRF9	upregulates-expression	IFIT3
STAT2	upregulates-expression	IFIT3
IRF1	upregulates-expression	IFIT3
RELA	downregulates-expression	CREB1
SPI1	upregulates-expression	VIM
JDP2	upregulates-expression	MT1A
JDP2	upregulates-expression	VIM
CXXC1	upregulates-expression	MT1A
CXXC1	upregulates-expression	VIM
SPI1	upregulates-expression	MT1A
SPDEF	upregulates-expression	CDKN1A
SPDEF	upregulates-expression	CDKN2A
GABPA	upregulates-expression	LIG4
TP53	upregulates-expression	TAAR1
MYOD1	upregulates-expression	IRS1
MYOD1	upregulates-expression	TRIM72
KLF15	upregulates-expression	LRP5
SP1	upregulates-expression	LRP5
CREB1	upregulates-expression	MMP28
ZBTB4	upregulates-expression	COQ8A
ZBTB4	upregulates-expression	FZD7
ZBTB4	upregulates-expression	ITGB1
ZBTB4	upregulates-expression	NCKAP1
ZBTB4	upregulates-expression	RPL41
ZBTB4	upregulates-expression	RPL7
ZBTB4	upregulates-expression	RPS12
ZBTB4	upregulates-expression	RPS15A
ZBTB4	upregulates-expression	RPS6
ZBTB4	upregulates-expression	SRSF2
ZKSCAN7	upregulates-expression	TERT
ZNF91	upregulates-expression	TERT
MZF1	upregulates-expression	AXL
TFAP2A	upregulates-expression	NPM1
MYCN	upregulates-expression	TP53
TP53	downregulates-expression	MYCN
FOXQ1	upregulates-expression	CDKN1A
NR0B2	upregulates-expression	IL12B
REL	downregulates-expression	IL12B
JUN	upregulates-expression	ACOT11
JUN	upregulates-expression	FABP2
ELK4	upregulates-expression	INSIG2
THRA	upregulates-expression	MAT1A
ZBTB32	downregulates-expression	MYC
ZBTB32	upregulates-expression	ZDHHC2
VDR	upregulates-expression	TMPRSS2
HLF	upregulates-expression	CD33
SP1	upregulates-expression	CD151
ESR2	upregulates-expression	FHL1
SMAD3	downregulates-expression	LHB
SP1	downregulates-expression	PEMT
SP1	upregulates-expression	YEATS4
SP3	upregulates-expression	YEATS4
PAX3	upregulates-expression	YEATS4
EWSR1	upregulates-expression	ITSN1
EWSR1	upregulates-expression	MDM2
FLI1	upregulates-expression	ITSN1
KLF11	downregulates-expression	PLA2G4A
ZNF699	upregulates-expression	IGF1R
GATA3	upregulates-expression	CCND1
HIC1	downregulates-expression	EFNA1
NR3C1	upregulates-expression	S100P
REL	upregulates-expression	LTF
DNMT1	upregulates-expression	DNMT3A
DNMT1	upregulates-expression	FOS
DNMT1	upregulates-expression	MLH1
ESR2	upregulates-expression	HNMT
ESR2	upregulates-expression	MLH1
NR3C1	upregulates-expression	HP
STAT3	upregulates-expression	NR3C1
NR3C1	upregulates-expression	MCL1
NR3C1	upregulates-expression	PMAIP1
CEBPA	upregulates-expression	SIRT1
CEBPG	upregulates-expression	SIRT1
KAT5	upregulates-expression	RRM1
FOXA2	upregulates-expression	CDH1
SSRP1	upregulates-expression	FOXA2
ESR1	upregulates-expression	SRA1
ESR1	upregulates-expression	SRC
ESR2	upregulates-expression	SRA1
ESR2	upregulates-expression	SRC
ATF6	upregulates-expression	WFS1
ATF6	upregulates-expression	PRKN
PPARD	upregulates-expression	SIRT1
SP1	upregulates-expression	SIRT1
TP53	upregulates-expression	GNB1L
TP73	upregulates-expression	GNB1L
TP73	upregulates-expression	PMAIP1
NOTCH1	upregulates-expression	HES5
HES5	downregulates-expression	NOTCH1
WT1	upregulates-expression	WNT4
HOXC8	upregulates-expression	SLC11A1
NFKB1	upregulates-expression	CXCL10
RELA	upregulates-expression	CXCL10
RERE	upregulates-expression	RARB
ATF6	downregulates-expression	SLC2A4
HESX1	upregulates-expression	MYH6
PLAGL1	upregulates-expression	MYH6
PLAGL1	upregulates-expression	NPPA
MYC	upregulates-expression	HSP90AA2P
XBP1	upregulates-expression	NPPB
HMX2	upregulates-expression	SLC26A9
ZEB1	downregulates-expression	BCL6
FOXP1	upregulates-expression	PITX3
HSF1	upregulates-expression	NAT1
NR1H3	upregulates-expression	DIO2
HHEX	upregulates-expression	FLT1
GATA1	upregulates-expression	IL6
IRF5	upregulates-expression	PRDM1
NFATC3	upregulates-expression	MYOCD
NFIX	upregulates-expression	CKM
NFIX	upregulates-expression	ENO3
PAX7	upregulates-expression	CKM
PAX7	upregulates-expression	ENO3
BACH1	upregulates-expression	SLC40A1
NFE2L2	upregulates-expression	SLC40A1
SOX9	downregulates-expression	VEGFA
SP3	upregulates-expression	PRKCB
SP3	upregulates-expression	SREBF1
SP1	upregulates-expression	CENPW
SP3	upregulates-expression	CENPW
MYCN	upregulates-expression	GCLC
KMT2A	upregulates-expression	HLA-E
KMT2A	upregulates-expression	CIITA
KMT2A	upregulates-expression	HLA-DRA
CEBPZ	upregulates-expression	ALOX12
RUNX1	upregulates-expression	ALOX12
AR	upregulates-expression	TAF1
TAF1	upregulates-expression	AR
PROP1	upregulates-expression	TLE3
HESX1	upregulates-expression	TLE1
PROP1	upregulates-expression	TLE1
FOXO3	upregulates-expression	BNIP3
ATF2	downregulates-expression	CDK4
NR1I3	upregulates-expression	THRSP
NR1I2	upregulates-expression	THRSP
ATF4	upregulates-expression	NFE2L2
NFE2L2	upregulates-expression	ATF4
NFE2L2	upregulates-expression	VEGFA
FOXN1	upregulates-expression	IL6
FOXP1	downregulates-expression	IL6
GATAD2B	upregulates-expression	SHC1
NR0B2	upregulates-expression	SIRT1
SIRT1	downregulates-expression	NR0B2
NR0B2	upregulates-expression	TP53
NR1H4	upregulates-expression	TP53
HSF1	upregulates-expression	ZFAND2A
APEX1	upregulates-expression	BRCA1
POU2F1	upregulates-expression	NTHL1
EPAS1	upregulates-expression	ROR2
RELA	downregulates-expression	AKT1
RELA	upregulates-expression	MET
E2F1	upregulates-expression	SIAH1
HNF4A	upregulates-expression	SIAH1
FOXM1	upregulates-expression	MAPK14
NR1H4	upregulates-expression	UGT1A3
RFX1	upregulates-expression	FGF1
TP53	downregulates-expression	NPAT
MYCN	upregulates-expression	BMI1
GFI1	downregulates-expression	CDKN1A
EGR1	upregulates-expression	HBEGF
ID3	upregulates-expression	CDKN1A
TCF3	upregulates-expression	ID3
ID3	downregulates-expression	TCF3
AR	upregulates-expression	CDH11
ZNF85	upregulates-expression	PRDX5
ESR1	upregulates-expression	PTGDS
ESR2	upregulates-expression	PTGDS
SPI1	upregulates-expression	RPL11
NFE2L2	upregulates-expression	CYP2J2
TAL1	upregulates-expression	CDKN2B
TFAP2A	upregulates-expression	NR2F2
NR2F2	upregulates-expression	TFAP2A
RARA	upregulates-expression	TFAP2A
RXRA	upregulates-expression	TFAP2A
RARA	upregulates-expression	NR2F2
MYC	upregulates-expression	NKX3-1
RUNX2	upregulates-expression	ABCB1
E2F1	upregulates-expression	SERPINB5
ESR1	upregulates-expression	PTRH2
ATF3	upregulates-expression	KRAS
TP53	downregulates-expression	XAF1
CDX2	downregulates-expression	SHH
TP53	upregulates-expression	HSPA9
NKRF	upregulates-expression	HSPA9
PRDM10	upregulates-expression	IFNB1
PRDM10	upregulates-expression	PRDM10
ESR1	downregulates-expression	PROS1
SP1	upregulates-expression	NRIP1
PAX3	upregulates-expression	PROS1
NCOR1	upregulates-expression	PROS1
NCOR2	upregulates-expression	PROS1
STAT1	upregulates-expression	BCR
JUNB	upregulates-expression	SMURF1
GFI1	upregulates-expression	RASGRP1
PPARG	upregulates-expression	TRARG1
WT1	upregulates-expression	ERBB2
SP1	upregulates-expression	SOX17
SP7	upregulates-expression	COL5A3
GATA4	upregulates-expression	CYP2C19
GATA2	upregulates-expression	CYP2C19
FOXL2	downregulates-expression	CYP17A1
FOXL2	upregulates-expression	SF1
NKX2-1	upregulates-expression	SPARC
TTF1	upregulates-expression	SPARC
NCOA2	upregulates-expression	BMAL1
BCL6	downregulates-expression	IL17A
NR2C2	upregulates-expression	ACP5
SNAI1	downregulates-expression	RUNX2
CLOCK	upregulates-expression	PRL
BMAL1	upregulates-expression	PER3
ESRRA	upregulates-expression	GCK
GATA2	upregulates-expression	GATA2
STAT1	upregulates-expression	EDN1
TCF3	upregulates-expression	ZFP36
NR1H3	upregulates-expression	ACSL3
WT1	upregulates-expression	CXXC5
JUN	upregulates-expression	DDX53
JUND	upregulates-expression	DDX53
CEBPB	upregulates-expression	IL17A
CEBPD	upregulates-expression	IL17A
CEBPD	upregulates-expression	LCN2
NFKBIZ	upregulates-expression	TNF
NFKBIZ	upregulates-expression	NFKBIZ
ZKSCAN7	upregulates-expression	CBX1
ZKSCAN7	upregulates-expression	FGFR1
ZKSCAN7	upregulates-expression	KRT9
ZKSCAN7	upregulates-expression	ME3
ZKSCAN7	upregulates-expression	TRIM28
XBP1	upregulates-expression	VEGFA
DNMT1	upregulates-expression	CD70
DNMT1	upregulates-expression	ITGAL
RFX1	downregulates-expression	CD70
RFX1	downregulates-expression	ITGAL
TP53	upregulates-expression	MAP2K3
MSC	upregulates-expression	TNFRSF19
CUX1	downregulates-expression	OCLN
CUX1	upregulates-expression	IL4
CEBPB	upregulates-expression	TNFSF11
ARID3B	upregulates-expression	TENT4A
TBP	upregulates-expression	TENT4A
IKZF2	upregulates-expression	IL2RA
FOXP3	upregulates-expression	IKZF2
IKZF2	upregulates-expression	FOXP3
FOSB	upregulates-expression	CCK
VDR	upregulates-expression	SPARC
VDR	upregulates-expression	STUB1
CREM	downregulates-expression	CRABP2
CEBPA	downregulates-expression	CRABP2
FLI1	upregulates-expression	S1PR1
HR	upregulates-expression	CCND3
BCL6	upregulates-expression	MAML1
ZNF205	downregulates-expression	MPV17L
CTCFL	upregulates-expression	GAL3ST1
RUNX2	upregulates-expression	CYP19A1
ZNF263	upregulates-expression	ZFP42
YY1	upregulates-expression	ZFP42
NR4A2	upregulates-expression	CRHR1
RELA	upregulates-expression	CRHR1
FOXN1	upregulates-expression	EGFR
ZGPAT	downregulates-expression	EGFR
FOXL2	upregulates-expression	FSHB
STAT2	upregulates-expression	IL6
ZNF32	upregulates-expression	TERT
BCL3	upregulates-expression	IL2
ELK1	upregulates-expression	DPP3
ETS1	upregulates-expression	DPP3
SRF	upregulates-expression	LIMA1
PPARA	upregulates-expression	FGF21
THRB	upregulates-expression	FGF21
SMAD4	upregulates-expression	SLC6A1
YY1	upregulates-expression	SLC6A1
ESR1	upregulates-expression	LEP
WT1	downregulates-expression	IRF8
HIF1A	upregulates-expression	PRPH2
HNF4A	upregulates-expression	NF1
TP63	upregulates-expression	FGFR3
TP73	upregulates-expression	FGFR3
IRF4	upregulates-expression	AICDA
SPI1	upregulates-expression	AICDA
AHR	upregulates-expression	AGR2
AHR	upregulates-expression	CD36
DLX4	upregulates-expression	IKBKE
DLX4	upregulates-expression	TBK1
IRF3	upregulates-expression	IKBKE
CEBPA	upregulates-expression	STEAP4
STAT3	upregulates-expression	STEAP4
NCOA3	upregulates-expression	CDKN1A
NCOA3	upregulates-expression	PCNA
ATF4	upregulates-expression	FGF2
PPARA	upregulates-expression	SLC16A1
PPARD	upregulates-expression	ACSL3
AR	upregulates-expression	CBX1
JUN	upregulates-expression	AREG
IRF1	upregulates-expression	RSAD2
NFE2L2	upregulates-expression	CFTR
TP53	upregulates-expression	RBM5
FOXN1	upregulates-expression	H2AZ1
EGR1	downregulates-expression	MMP9
PPARG	upregulates-expression	GIPR
RORA	upregulates-expression	FGF21
TGFB1I1	upregulates-expression	CCN2
BHLHE40	upregulates-expression	CDH15
MYOD1	upregulates-expression	CDH15
MYOG	upregulates-expression	CDH15
HMGA1	upregulates-expression	IGF1R
LEF1	upregulates-expression	FAIM2
MYOD1	upregulates-expression	SNW1
SUPT20H	upregulates-expression	AKR1C1
NFYA	upregulates-expression	AKR1C1
RUNX1	upregulates-expression	HAPLN1
RUNX2	upregulates-expression	HAPLN1
RUNX1	upregulates-expression	NFE2
NCOR1	upregulates-expression	ABCA1
NCOR1	downregulates-expression	SREBF1
PDX1	upregulates-expression	CSNK2A1
PRDM1	upregulates-expression	TNFRSF17
NPAS2	upregulates-expression	AANAT
CLOCK	upregulates-expression	NPAS2
BMAL1	upregulates-expression	AANAT
ZEB1	downregulates-expression	REST
ETV4	upregulates-expression	DUSP6
NFE2L2	upregulates-expression	NOX1
HNF4A	upregulates-expression	WNT3A
NR1I2	upregulates-expression	PDP1
NR1I3	upregulates-expression	PDP1
ZNF699	upregulates-expression	PDP1
CEBPA	upregulates-expression	HMOX1
ELK1	upregulates-expression	HMOX1
TBX2	upregulates-expression	NDRG1
SP1	upregulates-expression	HMOX1
JUNB	upregulates-expression	SERPINE1
JUND	upregulates-expression	SERPINE1
KAT5	upregulates-expression	ITPR1
TP53	upregulates-expression	ITPR1
KAT7	upregulates-expression	ITPR1
KAT5	upregulates-expression	H2AZ1
TP53	upregulates-expression	GLS2
THRA	downregulates-expression	CGA
FOSL1	upregulates-expression	MAPK8
JUN	upregulates-expression	MAP2K1
ESR1	upregulates-expression	SLC2A2
KLF4	upregulates-expression	CDH1
CREB3L3	upregulates-expression	CRP
ETV1	upregulates-expression	TH
RUNX2	downregulates-expression	FSHB
SSRP1	upregulates-expression	FSHB
CUX1	upregulates-expression	CD44
NFKB2	upregulates-expression	CD44
RELA	upregulates-expression	MMP3
ATF2	upregulates-expression	RETN
CTBP2	upregulates-expression	KAT2B
MEF2A	upregulates-expression	PLAGL1
PLAGL1	upregulates-expression	ABCC3
PLAGL1	upregulates-expression	INS
PLAGL1	upregulates-expression	SLC2A4
PLAGL1	upregulates-expression	PLAGL1
SPI1	upregulates-expression	CIITA
NR2F2	upregulates-expression	NRP2
MYB	upregulates-expression	BRCA1
MYOD1	upregulates-expression	BRCA1
KLF1	upregulates-expression	CDKN1A
EZH2	upregulates-expression	WNT2
NCOA1	upregulates-expression	EPO
NCOA3	upregulates-expression	EPO
FOSL1	upregulates-expression	NOS3
JUNB	upregulates-expression	NOS3
MYOD1	upregulates-expression	DUSP1
SP1	upregulates-expression	CYP2B6
DNMT1	upregulates-expression	CYP11A1
HOXA10	upregulates-expression	EDNRA
LEF1	upregulates-expression	CACNA1G
CEBPB	upregulates-expression	RCAN1
SP1	upregulates-expression	FOXM1
TP53	upregulates-expression	UNC5A
IKZF1	upregulates-expression	IFNLR1
STAT1	upregulates-expression	IFNLR1
KLF4	upregulates-expression	TGFBR1
SP1	upregulates-expression	KISS1R
NFATC1	upregulates-expression	BMP7
SP1	upregulates-expression	BMP7
SMAD1	upregulates-expression	BMP7
DNMT3B	upregulates-expression	KRAS
DNMT3B	upregulates-expression	TYRO3
NR0B2	upregulates-expression	NR0B2
NR5A2	upregulates-expression	SIRT1
RUNX2	upregulates-expression	TG
JUN	upregulates-expression	PIN1
CEBPA	upregulates-expression	PIN1
E2F1	upregulates-expression	PIN1
DNMT1	upregulates-expression	NFKBIA
FOXA2	upregulates-expression	EXOC4
FOXA2	downregulates-expression	IL6
NFKB2	upregulates-expression	PSIP1
ASCL1	upregulates-expression	GADD45A
RORA	upregulates-expression	IL17A
ZBTB17	upregulates-expression	RHOA
MYB	upregulates-expression	CD1D
SP1	upregulates-expression	IL24
SP1	upregulates-expression	MLX
HBP1	downregulates-expression	MIF
NR3C1	downregulates-expression	BGLAP
BCL11B	downregulates-expression	CTNNB1
MYOG	upregulates-expression	NPPA
MYOG	upregulates-expression	GATA4
GATA4	upregulates-expression	MYOG
SOX2	upregulates-expression	CDX2
CDX2	upregulates-expression	SOX2
SP1	upregulates-expression	FTMT
KLF4	upregulates-expression	GDF15
ESR1	upregulates-expression	CDH17
ESR1	upregulates-expression	THOP1
CEBPB	upregulates-expression	CDH3
ESR1	upregulates-expression	CDH3
RELA	downregulates-expression	CCNE1
SMARCC1	upregulates-expression	OPRM1
CLOCK	upregulates-expression	KLF10
NFATC4	upregulates-expression	LPIN1
SREBF1	upregulates-expression	PNPLA3
HAND2	upregulates-expression	SHH
MYC	upregulates-expression	ID1
ID1	upregulates-expression	MYC
TP53	upregulates-expression	YPEL3
ID2	upregulates-expression	SEMA3F
TCF3	upregulates-expression	SEMA3F
TCF3	upregulates-expression	RHOA
RERE	upregulates-expression	APOB
ZNF331	downregulates-expression	CCNB1
ZNF331	downregulates-expression	CDC25C
ZNF331	downregulates-expression	CDK1
ZNF331	downregulates-expression	TP53
BCL11A	upregulates-expression	HBD
BCL11A	downregulates-expression	HBE1
BCL11A	downregulates-expression	HBG1
SOX6	downregulates-expression	HBG1
EGR1	upregulates-expression	MMP1
RUNX1	upregulates-expression	LTB4R
AHR	upregulates-expression	ABCC4
HMGA2	upregulates-expression	ACTG2
HMGA2	upregulates-expression	VIM
HSF1	upregulates-expression	FAS
CREB1	upregulates-expression	ARMCX1
DNMT3B	upregulates-expression	TNFSF10
DNMT1	downregulates-expression	TNFRSF10B
DNMT3B	upregulates-expression	TNFRSF10B
MEF2A	upregulates-expression	TRIM72
MYOG	upregulates-expression	TRIM72
SOX4	downregulates-expression	BAX
GTF3A	upregulates-expression	GTF3A
KLF3	upregulates-expression	CKM
SRF	upregulates-expression	CKM
HIF1A	upregulates-expression	CSF3
GATA1	downregulates-expression	ITGAX
GATA1	upregulates-expression	IRF8
TP53	upregulates-expression	CXCL14
TP53	upregulates-expression	CCL2
ESR1	upregulates-expression	PTTG1IP
KDM5A	upregulates-expression	CD55
KDM5A	upregulates-expression	FGFR1
KDM5A	upregulates-expression	HMOX1
KDM5A	upregulates-expression	ME3
FOXL2	upregulates-expression	LATS1
STAT1	downregulates-expression	SKP2
STAT1	upregulates-expression	CDKN1B
SP1	upregulates-expression	GIT1
CXXC1	upregulates-expression	BDNF
JUN	upregulates-expression	PI3
MEF2C	upregulates-expression	BMP2
RFX3	upregulates-expression	GCK
EGR1	upregulates-expression	GFAP
RELA	upregulates-expression	KEAP1
NR1I2	upregulates-expression	TNF
MSC	upregulates-expression	IBSP
AR	upregulates-expression	INSR
SP1	upregulates-expression	TTF1
TTF1	upregulates-expression	SP1
ATF4	upregulates-expression	RUNX2
PPARA	upregulates-expression	GCLC
PPARA	upregulates-expression	GLRX
TP63	upregulates-expression	FLT1
TP73	upregulates-expression	FLT1
ATF3	downregulates-expression	ADIPOR2
ATF5	upregulates-expression	ATF5
EBF1	upregulates-expression	ATF5
ZEB1	downregulates-expression	CDKN2B
MYCN	upregulates-expression	SKP2
DDIT3	upregulates-expression	IL1B
MAFA	upregulates-expression	IL1B
NFATC2	upregulates-expression	IL1B
CDX2	upregulates-expression	MGAM
CREB1	upregulates-expression	MGAM
HNF1A	upregulates-expression	MGAM
ZBTB17	upregulates-expression	EBP
DNMT3A	upregulates-expression	RARB
DNMT3B	upregulates-expression	RARB
ETS1	upregulates-expression	FOXP3
ETS2	upregulates-expression	FOXP3
UNCX	upregulates-expression	EGLN1
NFE2L2	upregulates-expression	GADD45GIP1
NR3C2	upregulates-expression	DOT1L
HIF1A	upregulates-expression	NOX4
SP1	upregulates-expression	NFKB1
NFKB1	upregulates-expression	SP1
SP1	upregulates-expression	HSD11B2
RORC	downregulates-expression	FOXP3
RORC	upregulates-expression	IFNG
RORC	upregulates-expression	IL6
RORC	upregulates-expression	TNF
ETS1	upregulates-expression	CCL2
NR3C1	downregulates-expression	ALOX15B
PITX2	upregulates-expression	TBX21
YY1	downregulates-expression	NOS2
NFIC	upregulates-expression	NOS2
DDIT3	upregulates-expression	BBC3
CLOCK	upregulates-expression	GYS2
NFIC	upregulates-expression	VWF
FEZF2	downregulates-expression	HES5
FEZF1	upregulates-expression	NEUROG2
NEUROG2	upregulates-expression	FEZF1
NEUROG2	upregulates-expression	FEZF2
NFATC1	upregulates-expression	VEGFA
AR	upregulates-expression	SRCAP
ELK3	upregulates-expression	MMP10
PAX3	upregulates-expression	BCL2
PAX3	upregulates-expression	EGFR
SP3	upregulates-expression	BCL2
SP3	upregulates-expression	CCND1
SP3	upregulates-expression	EGFR
SP3	upregulates-expression	PAX3
SP4	upregulates-expression	BCL2
SP4	upregulates-expression	CCND1
SP4	upregulates-expression	EGFR
IRF1	upregulates-expression	IL27
IRF8	upregulates-expression	IL27
HIF1A	upregulates-expression	KPNA7
SPI1	upregulates-expression	KPNA7
FOXO3	upregulates-expression	FOXP3
CEBPD	upregulates-expression	CDC27
CEBPD	upregulates-expression	CCND1
TBX1	upregulates-expression	FLT4
HIF1A	upregulates-expression	NEDD9
TP63	upregulates-expression	NOTCH1
SP3	upregulates-expression	NOTCH1
JUN	upregulates-expression	PRKCG
JUN	upregulates-expression	RAF1
FLI1	upregulates-expression	INPP5D
EGR1	upregulates-expression	PGF
EGR1	upregulates-expression	ALOX5AP
NEUROD1	upregulates-expression	GDNF
SOX9	upregulates-expression	PDX1
HIF1A	upregulates-expression	CCN2
SREBF2	upregulates-expression	FDPS
AHR	upregulates-expression	RFC1
NFE2L2	upregulates-expression	CUL3
NFE2L2	upregulates-expression	RBX1
NFE2L2	upregulates-expression	SQSTM1
GFI1	upregulates-expression	ID2
HOXB13	upregulates-expression	DISC1
HOXB13	upregulates-expression	GNA11
HOXB13	upregulates-expression	SLIT1
TBX18	upregulates-expression	CDKN2A
TBX18	upregulates-expression	DISC1
TBX18	upregulates-expression	GNA11
TBX18	upregulates-expression	SLIT1
TBX5	upregulates-expression	DISC1
TBX5	upregulates-expression	SLIT1
MAX	upregulates-expression	GPT
MXD1	upregulates-expression	GPT
MYC	upregulates-expression	GPT
ARNT	upregulates-expression	COMMD1
ELF1	upregulates-expression	ICAM1
ELF1	upregulates-expression	SPP1
TFAP2A	upregulates-expression	NRP1
TFAP2A	upregulates-expression	TNFAIP3
AHR	upregulates-expression	ABCG2
JUND	upregulates-expression	SAT1
AR	upregulates-expression	SAT1
HNF1A	upregulates-expression	NPC1L1
NFKB2	upregulates-expression	CXCL13
RELB	upregulates-expression	CXCL13
FOXC2	upregulates-expression	CTNND1
USF1	downregulates-expression	PCK2
SREBF1	upregulates-expression	TRIB3
NCOR1	upregulates-expression	NRIP1
SP3	downregulates-expression	FOXP3
RELA	upregulates-expression	FOXP3
RELA	upregulates-expression	PRKCG
PITX2	upregulates-expression	CHEK2
OVOL1	upregulates-expression	CDH2
NR3C1	downregulates-expression	SCARB1
PRDM1	upregulates-expression	VSX2
VSX2	upregulates-expression	VSX2
PRDM1	upregulates-expression	PRPH2
HOXA10	downregulates-expression	KLF9
HESX1	upregulates-expression	CYP26A1
ZFP42	downregulates-expression	MAP2K3
FOS	upregulates-expression	CIITA
NFATC1	upregulates-expression	CIITA
NCOR1	upregulates-expression	CDKN1A
NCOR1	upregulates-expression	TGFBRAP1
PPARA	upregulates-expression	CDKN1A
PPARA	upregulates-expression	TGFBRAP1
SPI1	upregulates-expression	ZNF300
ZNF300	upregulates-expression	SPI1
SMARCA5	downregulates-expression	IL2
SMARCA5	upregulates-expression	IL3
CREB3	upregulates-expression	CXCR4
AHR	upregulates-expression	CAT
AHR	upregulates-expression	SOD1
AR	upregulates-expression	ASXL3
EGR1	upregulates-expression	MAP1LC3A
TBP	upregulates-expression	ANK1
RELA	upregulates-expression	BEX2
JUN	upregulates-expression	BEX2
IRF3	upregulates-expression	CCL2
IRF3	downregulates-expression	CCL3
IRF5	upregulates-expression	CCL2
IRF5	downregulates-expression	CCL3
CREB1	upregulates-expression	LEP
PPARG	upregulates-expression	ERP44
ESR1	upregulates-expression	ADIPOQ
TP53	upregulates-expression	ADIPOQ
GCM1	upregulates-expression	ERVFRD-1
GCM1	upregulates-expression	MFSD2A
GATA3	upregulates-expression	PTH
GATA3	upregulates-expression	GCM2
POU5F1	downregulates-expression	CDX2
CDX2	downregulates-expression	POU5F1
AR	upregulates-expression	SMARCA4
RORC	upregulates-expression	IL1R1
RORC	upregulates-expression	IL23R
RORC	upregulates-expression	KLRB1
JUN	upregulates-expression	HMOX1
GATA1	upregulates-expression	RUNX1T1
ETS1	downregulates-expression	RUNX1T1
ZNF667	upregulates-expression	ZNF667
CREB1	upregulates-expression	ZNF667
STAT3	upregulates-expression	TH
APEX1	upregulates-expression	APOD
GATA1	upregulates-expression	CDKN1A
JUN	upregulates-expression	CCND2
JUN	upregulates-expression	STMN2
SIX1	upregulates-expression	MYOG
ELF4	upregulates-expression	PDLIM3
ELF4	upregulates-expression	SPP1
ELF4	upregulates-expression	TCIRG1
GATA1	upregulates-expression	ALAS2
NFE2	upregulates-expression	ALAS2
TBX1	upregulates-expression	BMP4
CEBPB	upregulates-expression	CCNB2
FOXO1	upregulates-expression	HSPA5
