	TF_1	TF_2	TF_3	TF_4	TF_5	TF_6	TF_7	TF_8	TF_9	TF_10	TF_11	TF_12	TF_13	TF_14	TF_15	TF_16	TF_17	TF_18	TF_19	TF_20	TF_21	TF_22	TF_23	TF_24	TF_25	TF_26	TF_27	TF_28	TF_29	TF_30	TF_31	TF_32	TF_33	TF_34	TF_35	TF_36	TF_37	TF_38	TF_39	TF_40	TF_41	TF_42	TF_43	TF_44	TF_45	TF_46	TF_47	TF_48	TF_49	TF_50
Cell_242	1	0	0	0	0	0	1	-1	1	0	-1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	1
Cell_243	0	0	0	0	0	1	1	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	0	-1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	-1
Cell_244	0	0	1	0	-1	0	1	0	0	1	1	1	0	0	0	0	0	-1	0	-1	1	0	-1	0	-1	0	0	-1	0	0	0	1	0	-1	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_245	0	1	1	-1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	1	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_246	0	0	0	0	-1	0	1	0	0	0	-1	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	1	-1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	-1	-1	1	-1
Cell_247	1	0	1	-1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	-1	1	0	0	0	-1	0	0	0	1	0	0	0	-1	0	-1	1	0	0	0	1	0	0	1	0	-1	0	-1
Cell_248	0	0	0	0	0	-1	0	0	1	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	1	-1	1	0	0	-1	0	-1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_249	0	0	1	-1	0	0	0	-1	-1	0	0	1	0	0	0	0	1	0	0	0	0	0	-1	0	0	1	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_250	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	0	0	0	0	0	1	-1	0	-1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_251	1	0	0	0	0	0	1	0	0	0	0	0	-1	0	1	0	0	1	-1	-1	0	0	-1	0	0	1	1	0	0	0	0	0	0	0	1	-1	0	1	0	0	0	0	-1	1	0	0	0	-1	0	-1
Cell_252	0	-1	0	0	0	0	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	-1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_253	0	0	0	1	0	0	1	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	1	0	0	1	0	0	0	1	-1	1	0	0	0	0	1	-1
Cell_254	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	-1	1	-1	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_255	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	-1	1	0	0	0	0	0	1	-1	1	0	0	0	0	0	1	0	0	1	0	-1	0	-1
Cell_256	0	0	0	0	0	1	1	0	0	-1	0	0	-1	0	0	0	0	1	1	-1	0	-1	-1	0	0	0	1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	0	0	0	1	1	-1	0	0	0	-1
Cell_257	0	0	1	-1	0	0	0	0	0	-1	0	1	0	1	0	-1	0	0	0	0	0	1	-1	0	0	0	0	-1	0	0	-1	1	-1	0	-1	-1	0	0	0	0	0	0	1	0	0	1	-1	-1	0	0
Cell_258	0	0	1	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	-1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	1	0	0	-1
Cell_259	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	-1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	-1
Cell_260	0	-1	0	1	0	0	0	1	1	-1	-1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	-1	-1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	-1	0	0	0	-1	-1	0	0
Cell_261	0	0	1	1	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	0	1	0	0	0	-1	-1	0	0
Cell_262	0	0	0	0	0	0	1	0	0	0	-1	0	-1	0	0	0	0	0	0	1	0	0	-1	0	0	0	1	0	0	0	0	0	-1	0	1	0	0	1	0	-1	0	-1	0	1	0	0	1	0	0	-1
Cell_263	0	-1	1	0	0	-1	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	1	0	0	-1	0	0	-1	0	1	-1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1
Cell_264	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	-1	0	1	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	1	1	0	0	1	0	0	0	0	0
Cell_265	0	0	0	0	0	0	1	0	0	1	-1	0	0	1	0	0	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	1	0	1	1	-1	-1	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_266	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	1	0	1	0	0	-1	1	0	1	0	-1	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
Cell_267	0	-1	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	-1	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0
Cell_268	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1
Cell_269	0	0	1	-1	0	1	0	0	0	-1	0	1	0	-1	0	0	0	0	1	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	1	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_270	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	1	0	0	-1	0	0	0	0	-1	0	1	1	0	0	0	0	1	0	0	0	0	0	-1	-1	0	0
Cell_271	0	0	-1	-1	1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1	0	0	0	0	-1	-1	0	0	-1	-1	0	0	1	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	1
Cell_272	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	1	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	-1
Cell_273	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	-1	-1
Cell_274	0	0	0	1	-1	0	-1	0	-1	1	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0	-1	1	0	0	0	0	0	0	0	-1	1	0	0	-1	0	0	1	1	1	0	1	0	0	0	0	0
Cell_275	0	0	0	0	0	0	0	-1	1	0	-1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	-1	0	0	0	-1	0	0	1	1	0	-1	-1	0	1	0	1	0	0	0	-1	-1	0	1
Cell_276	0	0	-1	1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	1	0	1	0	0	-1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	-1	-1	0	0
Cell_277	0	0	0	0	-1	1	0	0	1	1	-1	-1	1	-1	0	0	0	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	-1	-1	0	0
Cell_278	0	0	1	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	-1	0	0	0	1	0	0	0	-1	0	0	0	1	0	0	0	0	0	1	-1	-1	0	0
Cell_279	0	1	0	1	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	1	0	1	1	-1	1	0	0	0	-1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	-1
Cell_280	0	0	0	0	1	0	1	0	0	0	0	0	-1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	-1	0	1	0	0	0	0	-1	0	0	-1
Cell_281	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	-1	0	0	-1	1	-1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_282	0	0	0	0	0	0	0	0	1	0	-1	1	-1	-1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	-1	0	0	0	-1	-1	1	0
Cell_283	-1	0	1	0	0	0	0	1	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	1	0	0	0	-1	0	0	0	-1	0	0	1	0	0	1	0	-1	0	0
Cell_284	0	-1	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	1	1	1	0	1	0	1	-1	1	0	0	-1	1	0	1	0	1	-1	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
Cell_285	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0	0	0	0	1	0	1	1	1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
Cell_286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	1	0	0	-1	0	0	-1	0	-1	1	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_287	0	1	0	0	-1	0	1	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	1	0	0	1	0	0	0	0	0	-1
Cell_288	0	0	0	0	1	0	0	0	1	1	-1	0	0	0	1	1	0	0	0	0	0	0	1	-1	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
Cell_289	0	0	0	0	0	-1	0	0	1	0	-1	0	0	-1	0	0	0	0	0	0	0	1	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	-1	1	0
Cell_290	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	-1	0	0	0	0	1	1	0	1	0	-1	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
Cell_291	0	0	0	1	0	0	0	0	1	0	0	1	-1	0	0	0	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	1	1	0	0	0	0	0	-1	0	0
Cell_292	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Cell_293	0	-1	0	1	-1	0	0	0	0	0	0	0	-1	0	0	1	1	-1	-1	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	-1	0	-1	0	1	1	0	0	1	0	0	0	0	1
Cell_294	0	0	0	1	-1	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	-1	0	0	1
Cell_295	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_296	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	1	0	-1	0	0	0	1	0	0	-1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	-1	0	0	0	-1	0	0	0
Cell_297	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	-1	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	-1	0	0	0	-1	0	0	0	1	0	0	1	0	0	0	0	0
Cell_298	0	0	0	0	1	0	0	0	1	0	-1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	-1	-1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0
Cell_299	0	0	0	0	1	-1	0	0	-1	0	-1	0	0	0	0	0	1	0	0	0	1	-1	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1
Cell_300	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	-1	1	0	0	0	0	0	-1	-1	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_301	0	0	0	0	0	-1	0	0	0	1	-1	0	1	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
Cell_302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	-1	0	-1	1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	1	0	0	1	0	0
Cell_303	0	1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	-1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	0	0	1	1	0	-1
Cell_304	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0
Cell_305	0	0	-1	0	0	-1	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	0	0	-1	0	0	0	0	0	-1	0	0
Cell_306	0	0	0	-1	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	1	1	0	0	-1	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_307	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-1	1	0	0	0	0	0	1	0	0	-1	0	0	-1	1	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_308	0	0	0	0	0	0	0	-1	1	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	0
Cell_309	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	-1	0	0	0	0	1
Cell_310	0	0	0	0	0	0	1	0	0	0	1	0	-1	0	0	0	0	1	0	0	0	0	-1	0	-1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	-1	-1	0	0	1	-1	0	0	0	0	-1
Cell_311	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	-1	0	1	0	0	0	-1	0	0	0	1	0	0	1	0	0	1	0	-1	-1	0
Cell_312	0	0	1	-1	-1	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	1	-1	-1	1	0	0	0	-1	0	0	1	-1	0	0	1	0	0	1	0	-1	0	0
Cell_313	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	-1	0	-1	1	0	0	1	-1	0	0	0	-1	0	0	1	0	0	1	0	0	0	-1	0	1	0	0	1	0	1	-1
Cell_314	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	-1	0	0	-1	0	1	-1	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1
Cell_315	0	0	-1	0	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	0	-1	-1	0	0	0	1	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	1	1
Cell_316	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	1	0
Cell_317	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	0	-1	0	1	0	0	0	-1	0	0	0	1	0	0	1	0	1	1	0	-1	0	0
Cell_318	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	-1	0	0	0	0	0	1	0	1	0	0	-1	0	0
Cell_319	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	-1	-1	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	1	0	0	1	0	0	1	0	0	0	0	0
Cell_320	0	0	1	0	1	1	0	0	0	0	0	1	-1	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	-1	0	0	1	0	1	0	0	-1	0	1	0	0	0	0	1	0	1	0	0	-1	0	0
Cell_321	0	0	0	0	1	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	-1	0	-1	-1	1
Cell_322	0	0	1	0	0	0	1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	1	0	1	1	0	-1	0	0	0	1	0	0	0	1	0	-1
Cell_323	0	0	1	0	0	0	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	-1	1	-1	0	0	0	0	-1	0	1	0	1	-1	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	1	-1
Cell_324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	-1	0	0	1	1	1	0	1	0	1	0	0	-1
Cell_325	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	-1	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	-1	0	0	0	0
Cell_326	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	1	0	1	-1	-1	0	-1	1	0	0	0	0	-1	1	0	1	0	0	1	0	0	1	0	0	0	0	-1	0	0	1
Cell_327	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	1	0	-1	0	0	0	1	0	0	1	0	0	-1	-1	1	0	0	0	0	0	0	0	1
Cell_328	-1	0	0	0	0	0	1	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	1	-1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_329	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	1	0	0	1	0	0	0	1	-1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	-1	0	0	1	1	0	0	0	0	0	-1
Cell_330	-1	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	1	0	0	-1	0	0	0	1	0	0	1	1	0	1	0	0	0	-1	0	1	0	1	-1	-1	0	0
Cell_331	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	-1	-1	0	0
Cell_332	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	1	0	-1	1	0	0	0	0	0	-1	0	1
Cell_333	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	-1	0	-1	-1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1
Cell_334	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	-1	0	0	0	-1	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_335	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	-1	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0
Cell_336	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	1	-1	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_337	-1	0	0	0	0	0	0	1	0	-1	0	1	1	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	1	0	0	-1	1	0	0	-1	0	0
Cell_338	0	-1	-1	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1
Cell_339	0	0	1	0	-1	-1	0	0	0	-1	-1	1	0	0	-1	0	0	0	0	0	1	0	0	-1	1	0	-1	0	0	-1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Cell_340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	-1	0	0	0	1	1	-1	1	0	0	1	0	0
Cell_341	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	-1	0	-1	1	0	0	1	0	-1	0	0
Cell_342	0	1	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1
Cell_343	0	0	1	0	0	1	0	0	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	-1	0	0
Cell_344	0	0	0	1	0	0	0	0	1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	1	1	1	0	0	-1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_345	-1	0	0	0	1	0	0	0	0	-1	0	0	-1	0	0	1	1	-1	1	0	-1	-1	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	1	0	0	0	0	0
Cell_346	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	1	-1	0	-1	0	-1	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	-1	0	0	1	0	1
Cell_347	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	-1	1	1	0	0	0	0	1
Cell_348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	0	-1	1	-1	0	0	0	1	0	0	0	-1	0	1	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0
Cell_349	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	-1	0	1	1	0	1	0	-1	0	0	0	1	0	0	1	0	0	-1
Cell_350	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	1	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	0	0	-1	-1	0	1	0	0	1	0	-1	0	0	-1	1	0	0	-1	0	0	-1
Cell_351	0	0	0	0	0	0	0	0	1	0	-1	0	1	0	0	0	0	0	0	-1	1	1	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	-1	0	0	0
Cell_352	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	-1	-1	0	0	0	1	0	0	-1	0	0	-1
Cell_353	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	-1	-1	0	0	-1	0	0	0	1	-1	0	0	-1	1	0	1	1	0	0	0	0	0	0	0	1
Cell_354	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	-1	0	0	0
Cell_355	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	-1	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	-1	-1	0	0	1	1	0	0	1	0	1	0	0	0
Cell_356	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	-1	0	0	0	-1	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	-1	1	0	0	0	0	1
Cell_357	0	1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	-1	0	1	-1	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_358	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	1	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	1	0	0	0	0	0
Cell_359	0	0	-1	0	0	0	1	0	0	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	1	-1	-1
Cell_360	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	1	0	0	0	1	0	1	1	0	0	0	-1	0	0
Cell_361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	-1	0	0	0	0
Cell_362	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	1	-1	0	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	1	0	-1	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_363	0	0	0	0	0	-1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
