source	interaction	target
ETS1	upregulates-expression	NEK8
ETS1	upregulates-expression	NELFB
ETS1	upregulates-expression	NF1
ETS1	upregulates-expression	NGRN
ETS1	upregulates-expression	NIP7
ETS1	upregulates-expression	NIPBL
ETS1	upregulates-expression	NKIRAS2
ETS1	upregulates-expression	NOC2L
ETS1	upregulates-expression	NOSIP
ETS1	upregulates-expression	NSMCE1
ETS1	upregulates-expression	NSUN3
ETS1	upregulates-expression	NSUN5
ETS1	upregulates-expression	NTHL1
ETS1	upregulates-expression	NUDCD3
ETS1	upregulates-expression	NUP54
ETS1	upregulates-expression	NXN
ETS1	upregulates-expression	NXT2
ETS1	upregulates-expression	OGG1
ETS1	upregulates-expression	OSTM1
ETS1	upregulates-expression	OTUD5
ETS1	upregulates-expression	OVCA2
ETS1	upregulates-expression	PAFAH1B2
ETS1	upregulates-expression	PATL1
ETS1	upregulates-expression	PATZ1
ETS1	upregulates-expression	PCDH9
ETS1	upregulates-expression	PCGF1
ETS1	upregulates-expression	PDE12
ETS1	upregulates-expression	PDLIM2
ETS1	upregulates-expression	PER2
ETS1	upregulates-expression	PEX2
ETS1	upregulates-expression	PHB2
ETS1	upregulates-expression	PHF23
ETS1	upregulates-expression	PHLDB2
ETS1	upregulates-expression	PIGN
ETS1	upregulates-expression	PIH1D1
ETS1	upregulates-expression	PIK3R1
ETS1	upregulates-expression	PIP4P2
ETS1	upregulates-expression	PLEKHM3
ETS1	upregulates-expression	PNKP
ETS1	upregulates-expression	POLD4
ETS1	upregulates-expression	PPIL3
ETS1	upregulates-expression	PPM1M
ETS1	upregulates-expression	PPME1
ETS1	upregulates-expression	PPP1R11
ETS1	upregulates-expression	PPP1R35
ETS1	upregulates-expression	PRELID1
ETS1	upregulates-expression	PREPL
ETS1	upregulates-expression	PRKAB1
ETS1	upregulates-expression	PRKACA
ETS1	upregulates-expression	PRMT1
ETS1	upregulates-expression	PRPF19
ETS1	upregulates-expression	PRRG2
ETS1	upregulates-expression	PRSS36
ETS1	upregulates-expression	PSMC2
ETS1	upregulates-expression	PTK2B
ETS1	upregulates-expression	PTPN11
ETS1	upregulates-expression	PTPRCAP
ETS1	upregulates-expression	PTRH2
ETS1	upregulates-expression	PTTG1IP
ETS1	upregulates-expression	PURB
ETS1	upregulates-expression	PUS7L
ETS1	upregulates-expression	PYM1
ETS1	upregulates-expression	PYROXD1
ETS1	upregulates-expression	RABL2A
ETS1	upregulates-expression	RAE1
ETS1	upregulates-expression	RAP2C
ETS1	upregulates-expression	RASGRP2
ETS1	upregulates-expression	RBM8A
ETS1	upregulates-expression	RELT
ETS1	upregulates-expression	RETREG2
ETS1	upregulates-expression	RFC4
ETS1	upregulates-expression	RIN3
ETS1	upregulates-expression	RNF185
ETS1	upregulates-expression	RNF25
ETS1	upregulates-expression	RPS25
ETS1	upregulates-expression	RPS6KA1
ETS1	upregulates-expression	METTL25B
ETS1	upregulates-expression	RTF2
ETS1	upregulates-expression	RUBCN
RUNX2	upregulates-expression	ETS1
ETS1	upregulates-expression	S100B
ETS1	upregulates-expression	SART3
ETS1	upregulates-expression	SBNO2
ETS1	upregulates-expression	SCOC
ETS1	upregulates-expression	SEC24C
ETS1	upregulates-expression	SELENON
ETS1	upregulates-expression	SERTAD3
ETS1	upregulates-expression	SF3B3
ETS1	upregulates-expression	SH2B3
ETS1	upregulates-expression	SH2D6
ETS1	upregulates-expression	SH3BP5L
ETS1	upregulates-expression	SIAE
ETS1	upregulates-expression	SIRPB1
ETS1	upregulates-expression	SLC35C2
ETS1	upregulates-expression	SLC35E2B
ETS1	upregulates-expression	SLX4
ETS1	upregulates-expression	SNRPB
ETS1	upregulates-expression	SPG11
ETS1	upregulates-expression	SPTY2D1
ETS1	upregulates-expression	SRBD1
ETS1	upregulates-expression	STMN3
ETS1	upregulates-expression	SUB1
ETS1	upregulates-expression	SULT1A1
ETS1	upregulates-expression	SUPT4H1
ETS1	upregulates-expression	SZRD1
ETS1	upregulates-expression	TACC2
ETS1	upregulates-expression	TAF13
ETS1	upregulates-expression	TAF15
ETS1	upregulates-expression	TAF1C
ETS1	upregulates-expression	TAF5
ETS1	upregulates-expression	TASP1
ETS1	upregulates-expression	WWTR1
ETS1	upregulates-expression	TBCC
ETS1	upregulates-expression	TCF7
ETS1	upregulates-expression	TDP1
ETS1	upregulates-expression	TECPR1
ETS1	upregulates-expression	TENT2
ETS1	upregulates-expression	TERF2
ETS1	upregulates-expression	TEX22
ETS1	upregulates-expression	TFCP2
ETS1	upregulates-expression	TFG
ETS1	upregulates-expression	THOC5
ETS1	upregulates-expression	TIGD4
ETS1	upregulates-expression	TIGD7
ETS1	upregulates-expression	TMBIM6
ETS1	upregulates-expression	TMEM167A
ETS1	upregulates-expression	TMEM203
ETS1	upregulates-expression	TMEM41B
ETS1	upregulates-expression	TMIGD2
ETS1	upregulates-expression	TNIP1
ETS1	upregulates-expression	TNRC6A
ETS1	upregulates-expression	TOMM20
ETS1	upregulates-expression	TOMM40
ETS1	upregulates-expression	TOR1A
ETS1	upregulates-expression	TRAPPC1
ETS1	upregulates-expression	TRAPPC10
ETS1	upregulates-expression	TRAPPC6B
ETS1	upregulates-expression	TRIM35
ETS1	upregulates-expression	TRIM46
ETS1	upregulates-expression	TRIP11
ETS1	upregulates-expression	TRIP13
ETS1	upregulates-expression	TRMT1
ETS1	upregulates-expression	TRMT11
ETS1	upregulates-expression	TRMT13
ETS1	upregulates-expression	TRPC4AP
ETS1	upregulates-expression	TSC2
ETS1	upregulates-expression	TSNAXIP1
ETS1	upregulates-expression	TSPAN31
ETS1	upregulates-expression	TSSC4
ETS1	upregulates-expression	TTC16
ETS1	upregulates-expression	TTPAL
ETS1	upregulates-expression	TUT7
ETS1	upregulates-expression	UBA5
ETS1	upregulates-expression	UBA52
ETS1	upregulates-expression	UBE2F
ETS1	upregulates-expression	UBE2I
ETS1	upregulates-expression	UBE2M
ETS1	upregulates-expression	UBE4A
ETS1	upregulates-expression	UBLCP1
ETS1	upregulates-expression	UBXN2B
ETS1	upregulates-expression	UPF2
ETS1	upregulates-expression	USP30
ETS1	upregulates-expression	USPL1
ETS1	upregulates-expression	VAMP3
ETS1	upregulates-expression	VANGL1
ETS1	upregulates-expression	VAV2
ETS1	upregulates-expression	VMA21
ETS1	upregulates-expression	VPS53
ETS1	upregulates-expression	VWA8
ETS1	upregulates-expression	WARS1
ETS1	upregulates-expression	WDR26
ETS1	upregulates-expression	WDR35
ETS1	upregulates-expression	WDR54
ETS1	upregulates-expression	WDR5B
ETS1	upregulates-expression	WDR81
ETS1	upregulates-expression	XPO6
ETS1	upregulates-expression	XRCC5
ETS1	upregulates-expression	XRRA1
ETS1	upregulates-expression	YIPF2
ETS1	upregulates-expression	YWHAB
ETS1	upregulates-expression	ZBTB11
ETS1	upregulates-expression	ZBTB7A
ETS1	upregulates-expression	ZDHHC13
ETS1	upregulates-expression	ZDHHC17
ETS1	upregulates-expression	ZDHHC5
ETS1	upregulates-expression	ZFP3
ETS1	upregulates-expression	ZFP41
ETS1	upregulates-expression	ZFYVE16
ETS1	upregulates-expression	ZMAT3
ETS1	upregulates-expression	ZNF143
ETS1	upregulates-expression	ZNF165
ETS1	upregulates-expression	ZNF184
ETS1	upregulates-expression	ZNF195
ETS1	upregulates-expression	ZNF222
ETS1	upregulates-expression	ZNF225
ETS1	upregulates-expression	ZNF227
ETS1	upregulates-expression	ZNF230
ETS1	upregulates-expression	ZNF274
ETS1	upregulates-expression	ZNF276
ETS1	upregulates-expression	ZNF286A
ETS1	upregulates-expression	ZNF333
ETS1	upregulates-expression	ZNF397
ETS1	upregulates-expression	ZNF461
ETS1	upregulates-expression	ZNF506
ETS1	upregulates-expression	ZNF557
ETS1	upregulates-expression	ZNF558
ETS1	upregulates-expression	ZNF585B
ETS1	upregulates-expression	ZNF653
ETS1	upregulates-expression	ZNF75D
ETS1	upregulates-expression	ZNF780A
ETS1	upregulates-expression	ZNF780B
ETS1	upregulates-expression	ZNF79
ETS1	upregulates-expression	ZNF81
ETS1	upregulates-expression	ZNF837
ETS1	upregulates-expression	ZNF846
ETS1	upregulates-expression	ZNF852
ETS1	upregulates-expression	ZNF875
ETS1	upregulates-expression	ZNHIT2
FOS	upregulates-expression	ETS2
ETV1	upregulates-expression	ADAMTSL3
ETV1	upregulates-expression	ANKRD44
ETV1	upregulates-expression	BIRC6
ETV1	upregulates-expression	CDK18
ETV1	upregulates-expression	CGGBP1
ETV1	upregulates-expression	COQ8A
ETV1	upregulates-expression	CTTN
ETV1	upregulates-expression	DUSP6
ETV1	upregulates-expression	ERCC1
ETV1	upregulates-expression	FMR1
ETV1	upregulates-expression	IQGAP2
ETV1	upregulates-expression	ISG20L2
ETV1	upregulates-expression	JMJD6
ETV1	upregulates-expression	KCNN3
ETV1	upregulates-expression	KDM5A
ETV1	upregulates-expression	LIMCH1
ETV1	upregulates-expression	MATN2
ETV1	upregulates-expression	MZF1
ETV1	upregulates-expression	NAV1
ETV1	upregulates-expression	NFIA
ETV1	upregulates-expression	NSMCE1
ETV1	upregulates-expression	PDE9A
ETV1	upregulates-expression	RAP1GAP
ETV1	upregulates-expression	SEC14L1
ETV1	upregulates-expression	TANK
ETV1	upregulates-expression	TCF4
ETV1	upregulates-expression	TNIK
ETV1	upregulates-expression	UTRN
ETV1	upregulates-expression	WDR37
ETV4	upregulates-expression	AP3D1
ETV4	upregulates-expression	ARHGAP45
ETV4	upregulates-expression	ARHGEF10L
ETV4	upregulates-expression	BCAR3
ETV4	upregulates-expression	CDK17
ETV4	upregulates-expression	CTDSP1
ETV4	upregulates-expression	ECE1
ETV4	upregulates-expression	EPHA2
ETV4	upregulates-expression	FN1
ETV4	upregulates-expression	GJB2
ETV4	upregulates-expression	GSDMD
ETV4	upregulates-expression	GSE1
ETV4	upregulates-expression	H6PD
ETV4	upregulates-expression	HPCAL1
ETV4	upregulates-expression	KIFC3
ETV4	upregulates-expression	MARK2
ETV4	upregulates-expression	MGAT5B
ETV4	upregulates-expression	MIDN
ETV4	upregulates-expression	MYADM
ETV4	upregulates-expression	MYH9
ETV4	upregulates-expression	PACSIN2
ETV4	upregulates-expression	PIK3R1
ETV4	upregulates-expression	PLCXD1
ETV4	upregulates-expression	PNKD
ETV4	upregulates-expression	PRKCH
ETV4	upregulates-expression	PTPA
ETV4	upregulates-expression	RAB17
ETV4	upregulates-expression	RARA
ETV4	upregulates-expression	RIPOR1
ETV4	upregulates-expression	RTKN
ETV4	upregulates-expression	SDC2
ETV4	upregulates-expression	SHC1
ETV4	upregulates-expression	SORBS1
ETV4	upregulates-expression	SPRED2
ETV4	upregulates-expression	SUB1
ETV4	upregulates-expression	TLE3
ETV4	upregulates-expression	TNS2
ETV4	upregulates-expression	TNS3
ETV4	upregulates-expression	TRIB3
ETV4	upregulates-expression	TTLL4
ETV4	upregulates-expression	TUBA1C
ETV4	upregulates-expression	VEZF1
ETV6	upregulates-expression	CAP1
ETV6	upregulates-expression	HIVEP2
ETV6	upregulates-expression	PCYT1A
ETV6	upregulates-expression	PDE4B
ETV6	upregulates-expression	SEPTIN9
ETV6	upregulates-expression	USP32
FLI1	upregulates-expression	ADAMTS7
FLI1	upregulates-expression	ADCY7
FLI1	upregulates-expression	ARHGAP25
FLI1	upregulates-expression	ARHGEF3
FLI1	upregulates-expression	ARRB1
FLI1	upregulates-expression	ASAP1
FLI1	upregulates-expression	ATP8B4
FLI1	upregulates-expression	BCL11A
FLI1	upregulates-expression	CBFA2T3
FLI1	upregulates-expression	CCDC88C
FLI1	upregulates-expression	CMIP
FLI1	upregulates-expression	CMTM7
FLI1	upregulates-expression	CPNE2
FLI1	upregulates-expression	CRYBG1
FLI1	upregulates-expression	CYTH3
FLI1	upregulates-expression	CYTH4
FLI1	upregulates-expression	DENND3
FLI1	upregulates-expression	DNM2
FLI1	upregulates-expression	DPYSL2
FLI1	upregulates-expression	DYSF
FLI1	upregulates-expression	ELF4
FLI1	upregulates-expression	ELK3
FLI1	upregulates-expression	ELMO1
FLI1	upregulates-expression	EPAS1
FLI1	upregulates-expression	FAM78A
FLI1	upregulates-expression	FMNL3
FLI1	upregulates-expression	FOXK1
FLI1	upregulates-expression	FOXK2
FLI1	upregulates-expression	GDPD5
FLI1	upregulates-expression	GPR132
FLI1	upregulates-expression	HDAC5
FLI1	upregulates-expression	HDAC7
FLI1	upregulates-expression	HIP1
FLI1	upregulates-expression	IGF1R
FLI1	upregulates-expression	IKZF1
FLI1	upregulates-expression	ITPKB
FLI1	upregulates-expression	LRRK1
FLI1	upregulates-expression	LYN
FLI1	upregulates-expression	MAGEF1
FLI1	upregulates-expression	MAN1C1
FLI1	upregulates-expression	MCF2L
FLI1	upregulates-expression	MCTP1
FLI1	upregulates-expression	MGLL
FLI1	upregulates-expression	MYH9
FLI1	upregulates-expression	MYO7A
FLI1	upregulates-expression	NFATC2
FLI1	upregulates-expression	NLRC5
FLI1	upregulates-expression	NOL4L
FLI1	upregulates-expression	NTMT1
FLI1	upregulates-expression	NTNG2
FLI1	upregulates-expression	PDE9A
FLI1	upregulates-expression	PDIA5
FLI1	upregulates-expression	PIK3C2B
FLI1	upregulates-expression	PIK3CD
FLI1	upregulates-expression	PIK3R5
FLI1	upregulates-expression	PIP4K2A
FLI1	upregulates-expression	PLCG2
FLI1	upregulates-expression	PLXND1
FLI1	upregulates-expression	PPM1F
FLI1	upregulates-expression	PPP1R9B
FLI1	upregulates-expression	PREX1
FLI1	upregulates-expression	PRKCH
FLI1	upregulates-expression	PRR5L
FLI1	upregulates-expression	PSTPIP1
FLI1	upregulates-expression	PTK2B
FLI1	upregulates-expression	PTPRE
FLI1	upregulates-expression	RASA3
FLI1	upregulates-expression	RGS10
FLI1	upregulates-expression	RGS12
FLI1	upregulates-expression	RIN3
FLI1	upregulates-expression	RIPOR1
FLI1	upregulates-expression	SEC14L1
FLI1	upregulates-expression	SH2B3
FLI1	upregulates-expression	SLCO3A1
FLI1	upregulates-expression	ST6GAL1
FLI1	upregulates-expression	STIM2
FLI1	upregulates-expression	STK10
FLI1	upregulates-expression	SUSD1
FLI1	upregulates-expression	TBC1D2B
FLI1	upregulates-expression	TESC
FLI1	upregulates-expression	TMC6
FLI1	upregulates-expression	TPRG1
FLI1	upregulates-expression	TSPAN14
FLI1	upregulates-expression	UBTF
FLI1	upregulates-expression	VAV1
FLI1	upregulates-expression	VMP1
FLI1	upregulates-expression	VPS13D
FLI1	upregulates-expression	WIPF1
FLI1	upregulates-expression	ZEB2
FLI1	upregulates-expression	ZNF217
FOS	upregulates-expression	ABCC11
FOS	upregulates-expression	ABHD2
FOS	upregulates-expression	ABT1
FOS	upregulates-expression	ACACA
FOS	upregulates-expression	ACAP3
FOS	upregulates-expression	ACRBP
FOS	upregulates-expression	ADAT1
FOS	upregulates-expression	ADCY7
FOS	upregulates-expression	ADGRE2
FOS	upregulates-expression	ADGRE3
FOS	upregulates-expression	ADGRF2P
FOS	upregulates-expression	ADGRG1
FOS	upregulates-expression	AFG3L2
FOS	upregulates-expression	AGO1
FOS	upregulates-expression	AGRN
FOS	upregulates-expression	AIPL1
FOS	upregulates-expression	AK8
FOS	upregulates-expression	AKAP1
FOS	upregulates-expression	AKAP13
FOS	upregulates-expression	ALDH1L1
FOS	upregulates-expression	ALK
FOS	upregulates-expression	ANK2
FOS	upregulates-expression	ANKRD17
FOS	upregulates-expression	ANKRD28
FOS	upregulates-expression	ANKS1A
FOS	upregulates-expression	APLF
FOS	upregulates-expression	ARF4
FOS	upregulates-expression	ARFGEF1
FOS	upregulates-expression	ARHGEF10
FOS	upregulates-expression	ARHGEF19
FOS	upregulates-expression	ARIH2
FOS	upregulates-expression	ARSD
FOS	upregulates-expression	ASB2
FOS	upregulates-expression	ATP5PB
FOS	upregulates-expression	ATP6V0A1
FOS	upregulates-expression	AXL
FOS	upregulates-expression	B3GALNT2
FOS	upregulates-expression	BACH1
FOS	upregulates-expression	BANF2
FOS	upregulates-expression	BBC3
FOS	upregulates-expression	BCKDHA
FOS	upregulates-expression	BFSP1
FOS	upregulates-expression	BICRA
FOS	upregulates-expression	BMERB1
FOS	upregulates-expression	BPIFC
FOS	upregulates-expression	BRD2
FOS	upregulates-expression	PHAF1
FOS	upregulates-expression	C2
FOS	upregulates-expression	ADISSP
FOS	upregulates-expression	CHLSN
FOS	upregulates-expression	CA13
FOS	upregulates-expression	CACNA1I
FOS	upregulates-expression	CACUL1
FOS	upregulates-expression	CADM4
FOS	upregulates-expression	CALD1
FOS	upregulates-expression	CALHM3
FOS	upregulates-expression	CAMKK2
FOS	upregulates-expression	CARD8
FOS	upregulates-expression	CCDC32
FOS	upregulates-expression	CCDC66
FOS	upregulates-expression	CCDC70
FOS	upregulates-expression	CCDC82
FOS	upregulates-expression	CCR3
FOS	upregulates-expression	CCRL2
FOS	upregulates-expression	CD34
FOS	upregulates-expression	CD59
FOS	upregulates-expression	CD7
FOS	upregulates-expression	CDC14B
FOS	upregulates-expression	CDCA2
FOS	upregulates-expression	CDH11
FOS	upregulates-expression	CELF1
FOS	upregulates-expression	CELF6
FOS	upregulates-expression	CENPM
FOS	upregulates-expression	CES2
FOS	upregulates-expression	CFB
FOS	upregulates-expression	CFP
FOS	upregulates-expression	CHCHD2
FOS	upregulates-expression	CHRNA6
FOS	upregulates-expression	CIDEC
FOS	upregulates-expression	CLIC2
FOS	upregulates-expression	CLIP4
FOS	upregulates-expression	CLN6
FOS	upregulates-expression	CNOT10
FOS	upregulates-expression	CNTRL
FOS	upregulates-expression	COL6A1
FOS	upregulates-expression	COL7A1
FOS	upregulates-expression	COTL1
FOS	upregulates-expression	CP
FOS	upregulates-expression	CRTAP
FOS	upregulates-expression	CTSB
FOS	upregulates-expression	CXCL14
FOS	upregulates-expression	CXCR5
FOS	upregulates-expression	CYFIP1
FOS	upregulates-expression	DCLRE1C
FOS	upregulates-expression	DDI2
FOS	upregulates-expression	DEGS2
FOS	upregulates-expression	DENND5B
FOS	upregulates-expression	DHCR24
FOS	upregulates-expression	DHX34
FOS	upregulates-expression	DHX57
FOS	upregulates-expression	DIP2C
FOS	upregulates-expression	DISC1
FOS	upregulates-expression	DIXDC1
FOS	upregulates-expression	DLC1
FOS	upregulates-expression	DNAH2
FOS	upregulates-expression	DNAH8
FOS	upregulates-expression	ECH1
FOS	upregulates-expression	ECM2
FOS	upregulates-expression	EFCAB14
FOS	upregulates-expression	EFCAB5
FOS	upregulates-expression	EFCAB6
FOS	upregulates-expression	EFHB
FOS	upregulates-expression	EIF3D
FOS	upregulates-expression	EIF3E
FOS	upregulates-expression	EIF3J
FOS	upregulates-expression	EIF5
FOS	upregulates-expression	ELAPOR1
FOS	upregulates-expression	ELMO2
FOS	upregulates-expression	ELOVL5
FOS	upregulates-expression	EML2
FOS	upregulates-expression	ENGASE
FOS	upregulates-expression	ENO3
FOS	upregulates-expression	ENOX1
FOS	upregulates-expression	EPB41L1
FOS	upregulates-expression	EPCAM
FOS	upregulates-expression	EPHB1
FOS	upregulates-expression	EPS8L2
FOS	upregulates-expression	ERBB3
FOS	upregulates-expression	ERC1
FOS	upregulates-expression	ESYT2
FOS	upregulates-expression	ESYT3
FOS	upregulates-expression	EXOC3L1
FOS	upregulates-expression	F2R
FOS	upregulates-expression	FAH
FOS	upregulates-expression	FAM178B
FOS	upregulates-expression	FAM180A
FOS	upregulates-expression	ATOSB
FOS	upregulates-expression	FAM83A
FOS	upregulates-expression	FAM86B1
FOS	upregulates-expression	FBXO7
FOS	upregulates-expression	FCRLB
FOS	upregulates-expression	FECH
FOS	upregulates-expression	FHOD3
FOS	upregulates-expression	FILIP1
FOS	upregulates-expression	FKBP2
FOS	upregulates-expression	FKBP8
FOS	upregulates-expression	FLNC
FOS	upregulates-expression	FOXK1
FOS	upregulates-expression	FOXL1
FOS	upregulates-expression	FSD1
FOS	upregulates-expression	FUT2
FOS	upregulates-expression	FXYD2
FOS	upregulates-expression	GALNT9
FOS	upregulates-expression	GAS7
FOS	upregulates-expression	GHR
FOS	upregulates-expression	GIP
FOS	upregulates-expression	GLI2
FOS	upregulates-expression	GLIS1
FOS	upregulates-expression	GLYATL1
FOS	upregulates-expression	GNGT2
FOS	upregulates-expression	GPR107
FOS	upregulates-expression	GPR3
FOS	upregulates-expression	GSDMC
FOS	upregulates-expression	H4C6
FOS	upregulates-expression	HCRT
FOS	upregulates-expression	HEPH
FOS	upregulates-expression	HEXB
FOS	upregulates-expression	HK2
FOS	upregulates-expression	HKDC1
FOS	upregulates-expression	HMGA1
FOS	upregulates-expression	HNRNPLL
FOS	upregulates-expression	HPCAL4
FOS	upregulates-expression	HPD
FOS	upregulates-expression	HSPBAP1
FOS	upregulates-expression	HTR4
FOS	upregulates-expression	IFRD1
FOS	upregulates-expression	IKBKG
FOS	upregulates-expression	IL5RA
FOS	upregulates-expression	INPP5B
FOS	upregulates-expression	INTS11
FOS	upregulates-expression	INTS3
FOS	upregulates-expression	IQCF1
FOS	upregulates-expression	IQCN
FOS	upregulates-expression	IRF2BP2
FOS	upregulates-expression	ISG20
FOS	upregulates-expression	ITGAV
FOS	upregulates-expression	IZUMO2
FOS	upregulates-expression	JAK2
FOS	upregulates-expression	JPT1
FOS	upregulates-expression	KANK3
FOS	upregulates-expression	KBTBD8
FOS	upregulates-expression	KCNAB2
FOS	upregulates-expression	KCNIP4
FOS	upregulates-expression	KCNN4
FOS	upregulates-expression	KCNQ3
FOS	upregulates-expression	KCNV1
FOS	upregulates-expression	BLTP2
FOS	upregulates-expression	KIAA0513
FOS	upregulates-expression	KLC4
FOS	upregulates-expression	KLF10
FOS	upregulates-expression	KLHDC7A
FOS	upregulates-expression	KLHL33
FOS	upregulates-expression	KLK12
FOS	upregulates-expression	KRT15
FOS	upregulates-expression	KRT8
FOS	upregulates-expression	KYAT3
FOS	upregulates-expression	LAMB3
FOS	upregulates-expression	LBX2
FOS	upregulates-expression	LEKR1
FOS	upregulates-expression	LIPA
FOS	upregulates-expression	LNX2
FOS	upregulates-expression	LONRF3
FOS	upregulates-expression	LPAR5
FOS	upregulates-expression	LPXN
FOS	upregulates-expression	LRRC43
FOS	upregulates-expression	LRRC8B
FOS	upregulates-expression	LRRC8E
FOS	upregulates-expression	LRRK1
FOS	upregulates-expression	LY9
FOS	upregulates-expression	LYPLA2
FOS	upregulates-expression	MAFK
FOS	upregulates-expression	MAGEB2
FOS	upregulates-expression	MAP1LC3A
FOS	upregulates-expression	MAP2K2
FOS	upregulates-expression	MAP4
FOS	upregulates-expression	MAP7D1
FOS	upregulates-expression	MAPRE3
FOS	upregulates-expression	MATN2
FOS	upregulates-expression	MBLAC1
FOS	upregulates-expression	MBP
FOS	upregulates-expression	MDC1
FOS	upregulates-expression	METRNL
FOS	upregulates-expression	MFSD12
FOS	upregulates-expression	MKNK2
FOS	upregulates-expression	MOBP
FOS	upregulates-expression	MOCS1
FOS	upregulates-expression	MPHOSPH8
FOS	upregulates-expression	MRPS18A
FOS	upregulates-expression	MSANTD3
FOS	upregulates-expression	MTMR4
FOS	upregulates-expression	MTRNR2L8
FOS	upregulates-expression	MTTP
FOS	upregulates-expression	MX2
FOS	upregulates-expression	MYBPHL
FOS	upregulates-expression	MYDGF
FOS	upregulates-expression	MYG1
FOS	upregulates-expression	N4BP2L2
FOS	upregulates-expression	NAA16
FOS	upregulates-expression	NAGPA
FOS	upregulates-expression	NASP
FOS	upregulates-expression	NBL1
FOS	upregulates-expression	NDRG1
FOS	upregulates-expression	NEBL
FOS	upregulates-expression	NEK10
FOS	upregulates-expression	NEU1
FOS	upregulates-expression	NIPAL4
FOS	upregulates-expression	NOL10
FOS	upregulates-expression	NR1D1
FOS	upregulates-expression	NR1I3
FOS	upregulates-expression	NTMT1
FOS	upregulates-expression	NTRK3
FOS	upregulates-expression	NUCB2
FOS	upregulates-expression	NUP210
FOS	upregulates-expression	NUP43
FOS	upregulates-expression	OGDHL
FOS	upregulates-expression	OR51B6
FOS	upregulates-expression	OR6S1
FOS	upregulates-expression	OXCT1
FOS	upregulates-expression	P2RX6
FOS	upregulates-expression	PADI1
FOS	upregulates-expression	PAEP
FOS	upregulates-expression	PALD1
FOS	upregulates-expression	PARN
FOS	upregulates-expression	PAXX
FOS	upregulates-expression	PCGF5
FOS	upregulates-expression	PDPK1
FOS	upregulates-expression	PFKP
FOS	upregulates-expression	PHACTR4
FOS	upregulates-expression	PHF20L1
FOS	upregulates-expression	PHLDA2
FOS	upregulates-expression	PI4K2A
FOS	upregulates-expression	PIP5K1C
FOS	upregulates-expression	PISD
FOS	upregulates-expression	PIWIL2
FOS	upregulates-expression	PLEKHG1
FOS	upregulates-expression	PLEKHG3
FOS	upregulates-expression	PLK5
FOS	upregulates-expression	PLXNA4
FOS	upregulates-expression	POLR1D
FOS	upregulates-expression	POR
FOS	upregulates-expression	POU5F1B
FOS	upregulates-expression	PPFIBP2
FOS	upregulates-expression	PPP1R37
FOS	upregulates-expression	PPP4R3B
FOS	upregulates-expression	PPP6R3
FOS	upregulates-expression	PRF1
FOS	upregulates-expression	PRNP
FOS	upregulates-expression	PROK2
FOS	upregulates-expression	PRR5
FOS	upregulates-expression	PRSS42P
FOS	upregulates-expression	PTAFR
FOS	upregulates-expression	PTPN20
FOS	upregulates-expression	PTPRK
FOS	upregulates-expression	PTPRR
FOS	upregulates-expression	RAB13
FOS	upregulates-expression	RAB30
FOS	upregulates-expression	RAB4B
FOS	upregulates-expression	RAI14
FOS	upregulates-expression	RARB
FOS	upregulates-expression	RASA3
FOS	upregulates-expression	RBMXL1
FOS	upregulates-expression	RDH10
FOS	upregulates-expression	RDH12
FOS	upregulates-expression	REPIN1
FOS	upregulates-expression	RGS6
FOS	upregulates-expression	RNF183
FOS	upregulates-expression	RNF19A
FOS	upregulates-expression	RNFT2
FOS	upregulates-expression	RPAP3
FOS	upregulates-expression	RPL23A
FOS	upregulates-expression	RPN1
FOS	upregulates-expression	RRAS2
FOS	upregulates-expression	S100A7L2
FOS	upregulates-expression	SAG
FOS	upregulates-expression	SCAMP2
FOS	upregulates-expression	SERPIND1
FOS	upregulates-expression	SFXN3
FOS	upregulates-expression	SGK2
FOS	upregulates-expression	SH2D4B
FOS	upregulates-expression	SH3BP5
FOS	upregulates-expression	SIGLEC11
FOS	upregulates-expression	SLC25A45
FOS	upregulates-expression	SLC29A3
FOS	upregulates-expression	SLC2A13
FOS	upregulates-expression	SLC30A8
FOS	upregulates-expression	SLC38A1
FOS	upregulates-expression	SLC49A4
FOS	upregulates-expression	SLC7A8
FOS	upregulates-expression	SLC9A8
FOS	upregulates-expression	SLMAP
FOS	upregulates-expression	SMIM14
FOS	upregulates-expression	SNX12
FOS	upregulates-expression	SNX29
FOS	upregulates-expression	SP6
FOS	upregulates-expression	SPAG6
FOS	upregulates-expression	SPATA12
FOS	upregulates-expression	SPRR2D
FOS	upregulates-expression	SPTBN5
FOS	upregulates-expression	SQSTM1
FOS	upregulates-expression	SRGAP1
FOS	upregulates-expression	SUPT3H
FOS	upregulates-expression	SVIL
FOS	upregulates-expression	SYNPO
FOS	upregulates-expression	SYTL4
FOS	upregulates-expression	TAGLN2
FOS	upregulates-expression	TAL2
FOS	upregulates-expression	TBC1D31
FOS	upregulates-expression	TBPL2
FOS	upregulates-expression	TCEA3
FOS	upregulates-expression	TCEANC
FOS	upregulates-expression	TDRD3
FOS	upregulates-expression	TECR
FOS	upregulates-expression	TENT5B
FOS	upregulates-expression	TFE3
FOS	upregulates-expression	TGIF1
FOS	upregulates-expression	TGM5
FOS	upregulates-expression	THUMPD1
FOS	upregulates-expression	TICRR
FOS	upregulates-expression	TINF2
FOS	upregulates-expression	TJP3
FOS	upregulates-expression	TMED10
FOS	upregulates-expression	TMEM219
FOS	upregulates-expression	TMEM44
