source	target	interaction	weight
TF_45	G_380	upregulates-expression	1.0
TF_45	G_261	downregulates-expression	1.0
TF_45	G_114	downregulates-expression	1.0
TF_45	G_63	downregulates-expression	1.0
TF_45	G_757	downregulates-expression	1.0
TF_45	G_403	downregulates-expression	1.0
TF_45	G_801	downregulates-expression	1.0
TF_45	G_976	downregulates-expression	1.0
TF_45	G_632	downregulates-expression	1.0
TF_45	G_182	downregulates-expression	1.0
TF_45	G_799	downregulates-expression	1.0
TF_45	G_480	downregulates-expression	1.0
TF_45	G_229	downregulates-expression	1.0
TF_45	G_620	downregulates-expression	1.0
TF_45	G_802	downregulates-expression	1.0
TF_45	G_657	downregulates-expression	1.0
TF_45	G_239	downregulates-expression	1.0
TF_45	G_647	downregulates-expression	1.0
TF_45	G_861	downregulates-expression	1.0
TF_45	G_232	downregulates-expression	1.0
TF_46	G_37	upregulates-expression	1.0
TF_46	G_715	upregulates-expression	1.0
TF_46	G_698	upregulates-expression	1.0
TF_46	G_430	upregulates-expression	1.0
TF_46	G_820	upregulates-expression	1.0
TF_46	G_792	upregulates-expression	1.0
TF_46	G_815	upregulates-expression	1.0
TF_46	G_141	upregulates-expression	1.0
TF_46	G_480	upregulates-expression	1.0
TF_46	G_680	upregulates-expression	1.0
TF_46	G_684	upregulates-expression	1.0
TF_46	G_67	upregulates-expression	1.0
TF_46	G_224	upregulates-expression	1.0
TF_46	G_641	upregulates-expression	1.0
TF_46	G_3	upregulates-expression	1.0
TF_46	G_569	upregulates-expression	1.0
TF_46	G_209	downregulates-expression	1.0
TF_46	G_972	downregulates-expression	1.0
TF_46	G_787	downregulates-expression	1.0
TF_46	G_887	downregulates-expression	1.0
TF_46	G_317	downregulates-expression	1.0
TF_46	G_417	downregulates-expression	1.0
TF_46	G_59	downregulates-expression	1.0
TF_46	G_386	downregulates-expression	1.0
TF_46	G_244	downregulates-expression	1.0
TF_46	G_536	downregulates-expression	1.0
TF_46	G_990	downregulates-expression	1.0
TF_46	G_783	downregulates-expression	1.0
TF_46	G_603	downregulates-expression	1.0
TF_47	G_310	upregulates-expression	1.0
TF_47	G_12	upregulates-expression	1.0
TF_47	G_649	upregulates-expression	1.0
TF_47	G_960	upregulates-expression	1.0
TF_47	G_570	upregulates-expression	1.0
TF_47	G_881	upregulates-expression	1.0
TF_47	G_200	upregulates-expression	1.0
TF_47	G_877	upregulates-expression	1.0
TF_47	G_736	upregulates-expression	1.0
TF_47	G_33	upregulates-expression	1.0
TF_47	G_715	upregulates-expression	1.0
TF_47	G_742	upregulates-expression	1.0
TF_47	G_397	upregulates-expression	1.0
TF_47	G_66	upregulates-expression	1.0
TF_47	G_7	upregulates-expression	1.0
TF_47	G_166	upregulates-expression	1.0
TF_47	G_85	upregulates-expression	1.0
TF_47	G_503	upregulates-expression	1.0
TF_47	G_338	upregulates-expression	1.0
TF_47	G_835	upregulates-expression	1.0
TF_47	G_160	downregulates-expression	1.0
TF_47	G_878	downregulates-expression	1.0
TF_47	G_253	downregulates-expression	1.0
TF_47	G_309	downregulates-expression	1.0
TF_47	G_5	downregulates-expression	1.0
TF_47	G_544	downregulates-expression	1.0
TF_47	G_609	downregulates-expression	1.0
TF_47	G_535	downregulates-expression	1.0
TF_47	G_948	downregulates-expression	1.0
TF_48	G_221	upregulates-expression	1.0
TF_48	G_799	upregulates-expression	1.0
TF_48	G_763	upregulates-expression	1.0
TF_48	G_454	upregulates-expression	1.0
TF_48	G_406	upregulates-expression	1.0
TF_48	G_437	upregulates-expression	1.0
TF_48	G_88	upregulates-expression	1.0
TF_48	G_227	upregulates-expression	1.0
TF_48	G_226	upregulates-expression	1.0
TF_48	G_8	upregulates-expression	1.0
TF_48	G_398	upregulates-expression	1.0
TF_48	G_120	downregulates-expression	1.0
TF_48	G_893	downregulates-expression	1.0
TF_48	G_986	downregulates-expression	1.0
TF_48	G_182	downregulates-expression	1.0
TF_48	G_485	downregulates-expression	1.0
TF_48	G_640	downregulates-expression	1.0
TF_48	G_476	downregulates-expression	1.0
TF_48	G_676	downregulates-expression	1.0
TF_48	G_465	downregulates-expression	1.0
TF_48	G_82	downregulates-expression	1.0
TF_48	G_840	downregulates-expression	1.0
TF_48	G_460	downregulates-expression	1.0
TF_48	G_568	downregulates-expression	1.0
TF_48	G_899	downregulates-expression	1.0
TF_48	G_243	downregulates-expression	1.0
TF_48	G_325	downregulates-expression	1.0
TF_49	G_877	upregulates-expression	1.0
TF_49	G_862	upregulates-expression	1.0
TF_49	G_140	upregulates-expression	1.0
TF_49	G_607	upregulates-expression	1.0
TF_49	G_827	upregulates-expression	1.0
TF_49	G_130	upregulates-expression	1.0
TF_49	G_3	upregulates-expression	1.0
TF_49	G_600	upregulates-expression	1.0
TF_49	G_311	upregulates-expression	1.0
TF_49	G_834	upregulates-expression	1.0
TF_49	G_857	downregulates-expression	1.0
TF_49	G_10	downregulates-expression	1.0
TF_49	G_16	downregulates-expression	1.0
TF_49	G_143	downregulates-expression	1.0
TF_49	G_850	downregulates-expression	1.0
TF_49	G_279	downregulates-expression	1.0
TF_49	G_496	downregulates-expression	1.0
TF_49	G_213	downregulates-expression	1.0
TF_49	G_823	downregulates-expression	1.0
TF_49	G_237	downregulates-expression	1.0
TF_49	G_595	downregulates-expression	1.0
TF_49	G_238	downregulates-expression	1.0
TF_49	G_365	downregulates-expression	1.0
TF_49	G_770	downregulates-expression	1.0
TF_50	G_186	upregulates-expression	1.0
TF_50	G_332	upregulates-expression	1.0
TF_50	G_56	upregulates-expression	1.0
TF_50	G_417	upregulates-expression	1.0
TF_50	G_43	upregulates-expression	1.0
TF_50	G_299	upregulates-expression	1.0
TF_50	G_61	upregulates-expression	1.0
TF_50	G_450	upregulates-expression	1.0
TF_50	G_916	upregulates-expression	1.0
TF_50	G_979	upregulates-expression	1.0
TF_50	G_528	upregulates-expression	1.0
TF_50	G_59	upregulates-expression	1.0
TF_50	G_714	upregulates-expression	1.0
TF_50	G_496	upregulates-expression	1.0
TF_50	G_239	upregulates-expression	1.0
TF_50	G_755	upregulates-expression	1.0
TF_50	G_754	downregulates-expression	1.0
TF_50	G_777	downregulates-expression	1.0
TF_50	G_24	downregulates-expression	1.0
TF_50	G_268	downregulates-expression	1.0
TF_50	G_710	downregulates-expression	1.0
TF_50	G_463	downregulates-expression	1.0
TF_50	G_669	downregulates-expression	1.0
TF_50	G_756	downregulates-expression	1.0
TF_50	G_525	downregulates-expression	1.0
TF_50	G_647	downregulates-expression	1.0
TF_50	G_873	downregulates-expression	1.0
TF_50	G_672	downregulates-expression	1.0
TF_50	G_143	downregulates-expression	1.0
TF_50	G_67	downregulates-expression	1.0
TF_50	G_233	downregulates-expression	1.0
TF_50	G_890	downregulates-expression	1.0
TF_50	G_367	downregulates-expression	1.0
TF_50	G_633	downregulates-expression	1.0
TF_51	G_719	upregulates-expression	1.0
TF_51	G_1000	upregulates-expression	1.0
TF_51	G_845	upregulates-expression	1.0
TF_51	G_599	upregulates-expression	1.0
TF_51	G_824	upregulates-expression	1.0
TF_51	G_55	upregulates-expression	1.0
TF_51	G_526	upregulates-expression	1.0
TF_51	G_745	upregulates-expression	1.0
TF_51	G_896	upregulates-expression	1.0
TF_51	G_187	upregulates-expression	1.0
TF_51	G_105	upregulates-expression	1.0
TF_51	G_615	upregulates-expression	1.0
TF_51	G_210	upregulates-expression	1.0
TF_51	G_542	upregulates-expression	1.0
TF_51	G_192	upregulates-expression	1.0
TF_51	G_593	upregulates-expression	1.0
TF_51	G_763	upregulates-expression	1.0
TF_51	G_360	downregulates-expression	1.0
TF_51	G_111	downregulates-expression	1.0
TF_51	G_70	downregulates-expression	1.0
TF_51	G_854	downregulates-expression	1.0
TF_51	G_842	downregulates-expression	1.0
TF_51	G_287	downregulates-expression	1.0
TF_51	G_13	downregulates-expression	1.0
TF_51	G_363	downregulates-expression	1.0
TF_51	G_560	downregulates-expression	1.0
TF_51	G_840	downregulates-expression	1.0
TF_51	G_924	downregulates-expression	1.0
TF_51	G_826	downregulates-expression	1.0
TF_52	G_391	upregulates-expression	1.0
TF_52	G_648	upregulates-expression	1.0
TF_52	G_343	upregulates-expression	1.0
TF_52	G_967	upregulates-expression	1.0
TF_52	G_22	upregulates-expression	1.0
TF_52	G_752	upregulates-expression	1.0
TF_52	G_640	upregulates-expression	1.0
TF_52	G_64	upregulates-expression	1.0
TF_52	G_840	upregulates-expression	1.0
TF_52	G_482	upregulates-expression	1.0
TF_52	G_659	upregulates-expression	1.0
TF_52	G_802	upregulates-expression	1.0
TF_52	G_372	upregulates-expression	1.0
TF_52	G_268	upregulates-expression	1.0
TF_52	G_321	upregulates-expression	1.0
TF_52	G_46	upregulates-expression	1.0
TF_52	G_780	upregulates-expression	1.0
TF_52	G_998	upregulates-expression	1.0
TF_52	G_272	upregulates-expression	1.0
TF_52	G_49	upregulates-expression	1.0
TF_52	G_564	upregulates-expression	1.0
TF_52	G_962	upregulates-expression	1.0
TF_52	G_535	upregulates-expression	1.0
TF_52	G_579	downregulates-expression	1.0
TF_52	G_327	downregulates-expression	1.0
TF_52	G_622	downregulates-expression	1.0
TF_52	G_803	downregulates-expression	1.0
TF_52	G_69	downregulates-expression	1.0
TF_52	G_777	downregulates-expression	1.0
TF_52	G_866	downregulates-expression	1.0
TF_52	G_550	downregulates-expression	1.0
TF_53	G_485	upregulates-expression	1.0
TF_53	G_91	upregulates-expression	1.0
TF_53	G_145	upregulates-expression	1.0
TF_53	G_323	upregulates-expression	1.0
TF_53	G_538	upregulates-expression	1.0
TF_53	G_716	upregulates-expression	1.0
TF_53	G_45	upregulates-expression	1.0
TF_53	G_70	upregulates-expression	1.0
TF_53	G_991	upregulates-expression	1.0
TF_53	G_105	upregulates-expression	1.0
TF_53	G_606	downregulates-expression	1.0
TF_53	G_118	downregulates-expression	1.0
TF_53	G_974	downregulates-expression	1.0
TF_53	G_777	downregulates-expression	1.0
TF_53	G_449	downregulates-expression	1.0
TF_53	G_735	downregulates-expression	1.0
TF_53	G_731	downregulates-expression	1.0
TF_53	G_139	downregulates-expression	1.0
TF_53	G_835	downregulates-expression	1.0
TF_53	G_12	downregulates-expression	1.0
TF_53	G_122	downregulates-expression	1.0
TF_54	G_46	upregulates-expression	1.0
TF_54	G_235	upregulates-expression	1.0
TF_54	G_662	upregulates-expression	1.0
TF_54	G_249	upregulates-expression	1.0
TF_54	G_477	upregulates-expression	1.0
TF_54	G_335	upregulates-expression	1.0
TF_54	G_159	upregulates-expression	1.0
TF_54	G_667	upregulates-expression	1.0
TF_54	G_779	upregulates-expression	1.0
TF_54	G_543	upregulates-expression	1.0
TF_54	G_336	upregulates-expression	1.0
TF_54	G_587	upregulates-expression	1.0
TF_54	G_986	upregulates-expression	1.0
TF_54	G_99	upregulates-expression	1.0
TF_54	G_505	upregulates-expression	1.0
TF_54	G_128	upregulates-expression	1.0
TF_54	G_676	upregulates-expression	1.0
TF_54	G_912	upregulates-expression	1.0
TF_54	G_928	upregulates-expression	1.0
TF_54	G_1000	upregulates-expression	1.0
TF_54	G_26	upregulates-expression	1.0
TF_54	G_746	upregulates-expression	1.0
TF_54	G_303	downregulates-expression	1.0
TF_54	G_330	downregulates-expression	1.0
TF_54	G_387	downregulates-expression	1.0
TF_54	G_462	downregulates-expression	1.0
TF_54	G_968	downregulates-expression	1.0
TF_55	G_69	upregulates-expression	1.0
TF_55	G_659	upregulates-expression	1.0
TF_55	G_925	upregulates-expression	1.0
TF_55	G_598	upregulates-expression	1.0
TF_55	G_418	upregulates-expression	1.0
TF_55	G_637	upregulates-expression	1.0
TF_55	G_731	upregulates-expression	1.0
TF_55	G_45	upregulates-expression	1.0
TF_55	G_244	upregulates-expression	1.0
TF_55	G_902	upregulates-expression	1.0
TF_55	G_295	upregulates-expression	1.0
TF_55	G_347	upregulates-expression	1.0
TF_55	G_655	upregulates-expression	1.0
TF_55	G_101	upregulates-expression	1.0
TF_55	G_780	upregulates-expression	1.0
TF_55	G_176	downregulates-expression	1.0
TF_55	G_262	downregulates-expression	1.0
TF_55	G_30	downregulates-expression	1.0
TF_55	G_860	downregulates-expression	1.0
TF_55	G_151	downregulates-expression	1.0
TF_55	G_285	downregulates-expression	1.0
TF_55	G_784	downregulates-expression	1.0
TF_56	G_333	upregulates-expression	1.0
TF_56	G_755	upregulates-expression	1.0
TF_56	G_737	upregulates-expression	1.0
TF_56	G_141	upregulates-expression	1.0
TF_56	G_816	upregulates-expression	1.0
TF_56	G_837	upregulates-expression	1.0
TF_56	G_323	upregulates-expression	1.0
TF_56	G_48	upregulates-expression	1.0
TF_56	G_756	upregulates-expression	1.0
TF_56	G_328	upregulates-expression	1.0
TF_56	G_338	downregulates-expression	1.0
TF_56	G_205	downregulates-expression	1.0
TF_56	G_698	downregulates-expression	1.0
TF_56	G_563	downregulates-expression	1.0
TF_56	G_168	downregulates-expression	1.0
TF_56	G_170	downregulates-expression	1.0
TF_56	G_201	downregulates-expression	1.0
TF_56	G_73	downregulates-expression	1.0
TF_56	G_904	downregulates-expression	1.0
TF_56	G_796	downregulates-expression	1.0
TF_56	G_417	downregulates-expression	1.0
TF_56	G_370	downregulates-expression	1.0
TF_56	G_960	downregulates-expression	1.0
TF_56	G_23	downregulates-expression	1.0
TF_56	G_907	downregulates-expression	1.0
TF_56	G_9	downregulates-expression	1.0
TF_56	G_740	downregulates-expression	1.0
TF_56	G_243	downregulates-expression	1.0
TF_56	G_773	downregulates-expression	1.0
TF_56	G_475	downregulates-expression	1.0
TF_56	G_247	downregulates-expression	1.0
TF_57	G_330	upregulates-expression	1.0
TF_57	G_41	upregulates-expression	1.0
TF_57	G_620	upregulates-expression	1.0
TF_57	G_469	upregulates-expression	1.0
TF_57	G_305	upregulates-expression	1.0
TF_57	G_40	upregulates-expression	1.0
TF_57	G_599	upregulates-expression	1.0
TF_57	G_426	upregulates-expression	1.0
TF_57	G_290	upregulates-expression	1.0
TF_57	G_845	upregulates-expression	1.0
TF_57	G_878	upregulates-expression	1.0
TF_57	G_442	upregulates-expression	1.0
TF_57	G_958	upregulates-expression	1.0
TF_57	G_533	upregulates-expression	1.0
TF_57	G_803	upregulates-expression	1.0
TF_57	G_143	upregulates-expression	1.0
TF_57	G_577	upregulates-expression	1.0
TF_57	G_422	upregulates-expression	1.0
TF_57	G_570	downregulates-expression	1.0
TF_57	G_347	downregulates-expression	1.0
TF_57	G_364	downregulates-expression	1.0
TF_57	G_669	downregulates-expression	1.0
TF_57	G_814	downregulates-expression	1.0
TF_57	G_171	downregulates-expression	1.0
TF_57	G_583	downregulates-expression	1.0
TF_57	G_575	downregulates-expression	1.0
TF_57	G_83	downregulates-expression	1.0
TF_57	G_838	downregulates-expression	1.0
TF_57	G_851	downregulates-expression	1.0
TF_57	G_652	downregulates-expression	1.0
TF_57	G_677	downregulates-expression	1.0
TF_58	G_872	upregulates-expression	1.0
TF_58	G_725	upregulates-expression	1.0
TF_58	G_357	upregulates-expression	1.0
TF_58	G_420	upregulates-expression	1.0
TF_58	G_247	upregulates-expression	1.0
TF_58	G_62	upregulates-expression	1.0
TF_58	G_684	upregulates-expression	1.0
TF_58	G_59	upregulates-expression	1.0
TF_58	G_888	upregulates-expression	1.0
TF_58	G_382	upregulates-expression	1.0
TF_58	G_604	upregulates-expression	1.0
TF_58	G_732	upregulates-expression	1.0
TF_58	G_405	upregulates-expression	1.0
TF_58	G_892	upregulates-expression	1.0
TF_58	G_409	upregulates-expression	1.0
TF_58	G_894	upregulates-expression	1.0
TF_58	G_274	upregulates-expression	1.0
TF_58	G_992	upregulates-expression	1.0
TF_58	G_102	upregulates-expression	1.0
TF_58	G_473	upregulates-expression	1.0
TF_58	G_114	upregulates-expression	1.0
TF_58	G_742	downregulates-expression	1.0
TF_58	G_175	downregulates-expression	1.0
TF_58	G_238	downregulates-expression	1.0
TF_58	G_857	downregulates-expression	1.0
TF_58	G_179	downregulates-expression	1.0
TF_58	G_828	downregulates-expression	1.0
TF_58	G_106	downregulates-expression	1.0
TF_58	G_4	downregulates-expression	1.0
TF_58	G_33	downregulates-expression	1.0
TF_58	G_325	downregulates-expression	1.0
TF_58	G_808	downregulates-expression	1.0
TF_58	G_497	downregulates-expression	1.0
TF_58	G_306	downregulates-expression	1.0
TF_58	G_629	downregulates-expression	1.0
TF_58	G_163	downregulates-expression	1.0
TF_58	G_315	downregulates-expression	1.0
TF_58	G_459	downregulates-expression	1.0
TF_58	G_37	downregulates-expression	1.0
TF_58	G_466	downregulates-expression	1.0
TF_58	G_535	downregulates-expression	1.0
TF_58	G_699	downregulates-expression	1.0
TF_58	G_937	downregulates-expression	1.0
TF_58	G_595	downregulates-expression	1.0
TF_59	G_631	upregulates-expression	1.0
TF_59	G_585	upregulates-expression	1.0
TF_59	G_877	upregulates-expression	1.0
TF_59	G_874	upregulates-expression	1.0
TF_59	G_253	upregulates-expression	1.0
TF_59	G_508	upregulates-expression	1.0
TF_59	G_881	upregulates-expression	1.0
TF_59	G_862	upregulates-expression	1.0
TF_59	G_999	upregulates-expression	1.0
TF_59	G_494	upregulates-expression	1.0
TF_59	G_190	upregulates-expression	1.0
TF_59	G_544	upregulates-expression	1.0
TF_59	G_152	upregulates-expression	1.0
TF_59	G_839	upregulates-expression	1.0
TF_59	G_551	upregulates-expression	1.0
TF_59	G_250	downregulates-expression	1.0
TF_59	G_444	downregulates-expression	1.0
TF_59	G_356	downregulates-expression	1.0
TF_59	G_84	downregulates-expression	1.0
TF_59	G_309	downregulates-expression	1.0
TF_59	G_521	downregulates-expression	1.0
TF_59	G_936	downregulates-expression	1.0
TF_59	G_378	downregulates-expression	1.0
TF_59	G_795	downregulates-expression	1.0
TF_59	G_89	downregulates-expression	1.0
TF_59	G_382	downregulates-expression	1.0
TF_59	G_655	downregulates-expression	1.0
TF_59	G_730	downregulates-expression	1.0
TF_59	G_32	downregulates-expression	1.0
TF_59	G_278	downregulates-expression	1.0
TF_59	G_637	downregulates-expression	1.0
TF_59	G_61	downregulates-expression	1.0
TF_59	G_559	downregulates-expression	1.0
TF_59	G_713	downregulates-expression	1.0
TF_59	G_608	downregulates-expression	1.0
TF_60	G_672	upregulates-expression	1.0
TF_60	G_519	upregulates-expression	1.0
TF_60	G_902	upregulates-expression	1.0
TF_60	G_800	upregulates-expression	1.0
TF_60	G_222	upregulates-expression	1.0
TF_60	G_627	upregulates-expression	1.0
TF_60	G_907	upregulates-expression	1.0
TF_60	G_384	upregulates-expression	1.0
TF_60	G_521	upregulates-expression	1.0
TF_60	G_640	upregulates-expression	1.0
TF_60	G_79	upregulates-expression	1.0
TF_60	G_22	upregulates-expression	1.0
TF_60	G_667	upregulates-expression	1.0
TF_60	G_798	upregulates-expression	1.0
TF_60	G_395	downregulates-expression	1.0
TF_60	G_419	downregulates-expression	1.0
TF_60	G_965	downregulates-expression	1.0
TF_60	G_810	downregulates-expression	1.0
TF_60	G_714	downregulates-expression	1.0
TF_60	G_206	downregulates-expression	1.0
TF_60	G_232	downregulates-expression	1.0
TF_60	G_436	downregulates-expression	1.0
TF_60	G_443	downregulates-expression	1.0
TF_60	G_185	downregulates-expression	1.0
TF_60	G_749	downregulates-expression	1.0
TF_60	G_820	downregulates-expression	1.0
TF_60	G_259	downregulates-expression	1.0
TF_60	G_848	downregulates-expression	1.0
TF_60	G_538	downregulates-expression	1.0
TF_60	G_915	downregulates-expression	1.0
TF_61	G_340	upregulates-expression	1.0
TF_61	G_936	upregulates-expression	1.0
TF_61	G_266	upregulates-expression	1.0
TF_61	G_871	upregulates-expression	1.0
TF_61	G_38	upregulates-expression	1.0
TF_61	G_488	upregulates-expression	1.0
TF_61	G_737	upregulates-expression	1.0
TF_61	G_84	upregulates-expression	1.0
TF_61	G_905	upregulates-expression	1.0
TF_61	G_495	upregulates-expression	1.0
TF_61	G_111	upregulates-expression	1.0
TF_61	G_775	upregulates-expression	1.0
TF_61	G_129	upregulates-expression	1.0
TF_61	G_919	upregulates-expression	1.0
TF_61	G_813	upregulates-expression	1.0
TF_61	G_508	upregulates-expression	1.0
TF_61	G_328	upregulates-expression	1.0
TF_61	G_354	upregulates-expression	1.0
TF_61	G_782	upregulates-expression	1.0
TF_61	G_98	upregulates-expression	1.0
TF_61	G_463	upregulates-expression	1.0
TF_61	G_635	upregulates-expression	1.0
TF_61	G_561	upregulates-expression	1.0
TF_61	G_26	upregulates-expression	1.0
TF_61	G_915	upregulates-expression	1.0
TF_61	G_1000	upregulates-expression	1.0
TF_61	G_846	upregulates-expression	1.0
TF_61	G_632	upregulates-expression	1.0
TF_61	G_987	downregulates-expression	1.0
TF_61	G_213	downregulates-expression	1.0
TF_61	G_650	downregulates-expression	1.0
TF_61	G_959	downregulates-expression	1.0
TF_61	G_512	downregulates-expression	1.0
TF_61	G_22	downregulates-expression	1.0
TF_61	G_263	downregulates-expression	1.0
TF_61	G_902	downregulates-expression	1.0
TF_61	G_116	downregulates-expression	1.0
TF_61	G_579	downregulates-expression	1.0
TF_61	G_702	downregulates-expression	1.0
TF_61	G_918	downregulates-expression	1.0
TF_61	G_360	downregulates-expression	1.0
TF_62	G_945	upregulates-expression	1.0
TF_62	G_963	upregulates-expression	1.0
TF_62	G_527	upregulates-expression	1.0
TF_62	G_877	upregulates-expression	1.0
TF_62	G_215	upregulates-expression	1.0
TF_62	G_823	upregulates-expression	1.0
TF_62	G_604	upregulates-expression	1.0
TF_62	G_454	upregulates-expression	1.0
TF_62	G_13	upregulates-expression	1.0
TF_62	G_541	upregulates-expression	1.0
TF_62	G_613	upregulates-expression	1.0
TF_62	G_705	upregulates-expression	1.0
TF_62	G_690	upregulates-expression	1.0
TF_62	G_78	upregulates-expression	1.0
TF_62	G_106	upregulates-expression	1.0
TF_62	G_608	upregulates-expression	1.0
TF_62	G_747	upregulates-expression	1.0
TF_62	G_314	upregulates-expression	1.0
TF_62	G_602	upregulates-expression	1.0
TF_62	G_164	upregulates-expression	1.0
TF_62	G_636	downregulates-expression	1.0
TF_62	G_782	downregulates-expression	1.0
TF_62	G_869	downregulates-expression	1.0
TF_62	G_126	downregulates-expression	1.0
TF_62	G_190	downregulates-expression	1.0
TF_62	G_104	downregulates-expression	1.0
TF_62	G_447	downregulates-expression	1.0
TF_62	G_745	downregulates-expression	1.0
TF_62	G_283	downregulates-expression	1.0
TF_62	G_400	downregulates-expression	1.0
TF_63	G_618	upregulates-expression	1.0
TF_63	G_441	upregulates-expression	1.0
TF_63	G_525	upregulates-expression	1.0
TF_63	G_587	upregulates-expression	1.0
TF_63	G_323	upregulates-expression	1.0
TF_63	G_215	upregulates-expression	1.0
TF_63	G_634	upregulates-expression	1.0
TF_63	G_689	upregulates-expression	1.0
TF_63	G_449	upregulates-expression	1.0
TF_63	G_831	upregulates-expression	1.0
TF_63	G_651	upregulates-expression	1.0
TF_63	G_956	upregulates-expression	1.0
TF_63	G_509	upregulates-expression	1.0
TF_63	G_229	upregulates-expression	1.0
TF_63	G_616	upregulates-expression	1.0
TF_63	G_709	upregulates-expression	1.0
TF_63	G_701	upregulates-expression	1.0
TF_63	G_198	upregulates-expression	1.0
TF_63	G_134	downregulates-expression	1.0
TF_63	G_816	downregulates-expression	1.0
TF_63	G_697	downregulates-expression	1.0
TF_63	G_777	downregulates-expression	1.0
TF_63	G_617	downregulates-expression	1.0
TF_63	G_23	downregulates-expression	1.0
TF_63	G_84	downregulates-expression	1.0
TF_63	G_844	downregulates-expression	1.0
TF_63	G_953	downregulates-expression	1.0
TF_64	G_155	upregulates-expression	1.0
TF_64	G_610	upregulates-expression	1.0
TF_64	G_528	upregulates-expression	1.0
TF_64	G_473	upregulates-expression	1.0
TF_64	G_690	upregulates-expression	1.0
TF_64	G_214	upregulates-expression	1.0
TF_64	G_860	upregulates-expression	1.0
TF_64	G_718	upregulates-expression	1.0
TF_64	G_282	upregulates-expression	1.0
TF_64	G_839	upregulates-expression	1.0
TF_64	G_581	upregulates-expression	1.0
TF_64	G_88	upregulates-expression	1.0
TF_64	G_322	upregulates-expression	1.0
TF_64	G_720	upregulates-expression	1.0
TF_64	G_258	upregulates-expression	1.0
TF_64	G_559	upregulates-expression	1.0
TF_64	G_133	downregulates-expression	1.0
TF_64	G_949	downregulates-expression	1.0
TF_64	G_278	downregulates-expression	1.0
TF_64	G_634	downregulates-expression	1.0
TF_64	G_936	downregulates-expression	1.0
TF_64	G_659	downregulates-expression	1.0
TF_64	G_334	downregulates-expression	1.0
TF_64	G_722	downregulates-expression	1.0
TF_64	G_762	downregulates-expression	1.0
TF_64	G_850	downregulates-expression	1.0
TF_64	G_154	downregulates-expression	1.0
TF_64	G_844	downregulates-expression	1.0
TF_64	G_343	downregulates-expression	1.0
TF_65	G_359	upregulates-expression	1.0
TF_65	G_487	upregulates-expression	1.0
TF_65	G_419	upregulates-expression	1.0
TF_65	G_55	upregulates-expression	1.0
TF_65	G_7	upregulates-expression	1.0
TF_65	G_114	upregulates-expression	1.0
TF_65	G_960	upregulates-expression	1.0
TF_65	G_657	upregulates-expression	1.0
TF_65	G_580	upregulates-expression	1.0
TF_65	G_337	upregulates-expression	1.0
TF_65	G_794	upregulates-expression	1.0
TF_65	G_253	upregulates-expression	1.0
TF_65	G_138	upregulates-expression	1.0
TF_65	G_861	upregulates-expression	1.0
TF_65	G_418	upregulates-expression	1.0
TF_65	G_475	upregulates-expression	1.0
TF_65	G_728	upregulates-expression	1.0
TF_65	G_287	downregulates-expression	1.0
TF_65	G_869	downregulates-expression	1.0
TF_65	G_496	downregulates-expression	1.0
TF_65	G_636	downregulates-expression	1.0
TF_65	G_472	downregulates-expression	1.0
TF_65	G_932	downregulates-expression	1.0
TF_66	G_497	upregulates-expression	1.0
TF_66	G_632	upregulates-expression	1.0
TF_66	G_28	upregulates-expression	1.0
TF_66	G_993	upregulates-expression	1.0
TF_66	G_841	upregulates-expression	1.0
TF_66	G_347	upregulates-expression	1.0
TF_66	G_824	upregulates-expression	1.0
TF_66	G_652	upregulates-expression	1.0
TF_66	G_692	downregulates-expression	1.0
TF_66	G_217	downregulates-expression	1.0
TF_66	G_533	downregulates-expression	1.0
TF_66	G_660	downregulates-expression	1.0
TF_66	G_288	downregulates-expression	1.0
TF_66	G_950	downregulates-expression	1.0
TF_66	G_528	downregulates-expression	1.0
TF_66	G_454	downregulates-expression	1.0
TF_66	G_503	downregulates-expression	1.0
TF_66	G_708	downregulates-expression	1.0
TF_66	G_441	downregulates-expression	1.0
TF_66	G_573	downregulates-expression	1.0
TF_66	G_228	downregulates-expression	1.0
TF_66	G_941	downregulates-expression	1.0
TF_67	G_14	upregulates-expression	1.0
TF_67	G_375	upregulates-expression	1.0
TF_67	G_138	upregulates-expression	1.0
TF_67	G_954	upregulates-expression	1.0
TF_67	G_628	upregulates-expression	1.0
TF_67	G_813	upregulates-expression	1.0
TF_67	G_208	upregulates-expression	1.0
TF_67	G_888	upregulates-expression	1.0
TF_67	G_480	upregulates-expression	1.0
TF_67	G_763	upregulates-expression	1.0
TF_67	G_974	upregulates-expression	1.0
TF_67	G_907	upregulates-expression	1.0
TF_67	G_663	upregulates-expression	1.0
TF_67	G_546	upregulates-expression	1.0
TF_67	G_396	upregulates-expression	1.0
TF_67	G_919	upregulates-expression	1.0
TF_67	G_713	downregulates-expression	1.0
TF_67	G_719	downregulates-expression	1.0
TF_67	G_31	downregulates-expression	1.0
TF_67	G_612	downregulates-expression	1.0
TF_67	G_227	downregulates-expression	1.0
TF_67	G_795	downregulates-expression	1.0
TF_67	G_415	downregulates-expression	1.0
TF_67	G_854	downregulates-expression	1.0
TF_67	G_313	downregulates-expression	1.0
TF_67	G_266	downregulates-expression	1.0
TF_68	G_283	upregulates-expression	1.0
TF_68	G_414	upregulates-expression	1.0
TF_68	G_217	upregulates-expression	1.0
TF_68	G_656	upregulates-expression	1.0
